kind,reward_base,discount_rate,discount_horizon,eta,settling_tolerance,settle_threshold,settled_fraction,settling_p10,settling_p50,settling_p90,saturated_fraction,mean_reward,tail_reward,lqr_edge_reward_raw,ceiling_raw,lqr_mean_reward,tube_mean_reward,lqr_reward_exceeds_tube
r3,lyapunov,0.5,2.0,9.620000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.64,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.66,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.68,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.700000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.72,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.74,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.76,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.78,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.8,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.82,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.84,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.86,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.88,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.9,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.92,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.94,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.96,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,9.98,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.0,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.02,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.040000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.06,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.08,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.1,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.120000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.14,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.16,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.18,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.200000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.22,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.24,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.26,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.28,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.3,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.32,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.34,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.36,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.38,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.4,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.42,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.44,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.46,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.48,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.5,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.52,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.540000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.56,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.58,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.6,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.620000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.64,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.66,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.68,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.700000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.72,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.74,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.76,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.78,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.8,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.82,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.84,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.86,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.88,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.9,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.92,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.94,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.96,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,10.98,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.0,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.02,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.040000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.06,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.08,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.1,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.120000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.14,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.16,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.18,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.200000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.22,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.24,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.26,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.28,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.3,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.32,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.34,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.36,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.38,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.4,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.42,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.44,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.46,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.48,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.5,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.52,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.540000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.56,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.58,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.6,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.620000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.64,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.66,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.68,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.700000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.72,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.74,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.76,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.78,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.8,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.82,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.84,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.86,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.88,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.9,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.92,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.94,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.96,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,11.98,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,12.0,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,12.02,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,12.040000000000001,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,12.06,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
r3,lyapunov,0.5,2.0,12.08,0.01,4.605170185988091,1.0,0.0,0.0,0.0,1.0,9.756975432049327,9.75697543204862,-5.78894481850045e-05,-5.78894481850045e-05,9.756975432048616,9.756975432048616,False
