schema_version,seed,start,damping,torque_limit,k_v,k_d,k_p,kp_floor,kp_boundary,kd_floor,regime,n_unstable,escape_time_constant,t_max,dt,physics_dt,tube_energy,tube_angle,tube_rate,dwell_seconds,lqr_threshold,duration,captured,capture_time,retention,error_rms,error_rms_energy,error_rms_angle,error_rms_rate,orbit_distance_rms,orbit_distance_final,control_effort,saturation,lqr_time,lqr_residual_min,min_abs_energy_error,final_abs_energy_error,peak_shoulder_rate,peak_commanded_torque
1,20000,hanging,0.0,64.0,66.3,35.8,62.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5181182788003938,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,12.679999999999774,0.9968319045844212,0.02756459497814219,0.024027032135563498,0.009479925050869144,0.009624949043788461,0.03513809493819202,0.0690010388633555,246.91682078797288,0.0,inf,0.2764931327630787,0.7809357723681778,0.794821062314309,5.173248291015625,19.252603109318038
1,20001,hanging,0.0,64.0,66.3,35.8,62.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5181182788003938,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,8.259999999999868,1.0,0.0242765613363007,0.02080020928500804,0.008641714404930678,0.00905668240354319,0.032511183816780816,0.05089427155551721,231.92352353531882,0.0,inf,0.2749424637255791,0.7715216032730865,0.7819427257913389,5.2979536056518555,19.257458546695943
1,20002,hanging,0.0,64.0,66.3,35.8,62.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5181182788003938,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,8.259999999999868,0.9970467155897627,0.01857903623071273,0.014632902795261414,0.007518392435261779,0.00863322177613696,0.026294812997566128,0.017465897484724702,228.30001906895149,0.0,inf,0.23378096318594396,0.5383199791306446,0.7992063554968993,5.490706920623779,19.265923201199715
1,20003,hanging,0.0,64.0,66.3,35.8,62.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5181182788003938,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,10.649999999999817,0.9950617283950629,0.027667798872326295,0.024142097233529513,0.009500297618459925,0.009613042222261992,0.03483680666492895,0.03511046536353791,247.78195499845515,0.0,inf,0.2762534426485721,0.7794762465898408,0.8049530760792081,5.159920692443848,19.306518946148902
1,20004,hanging,0.0,64.0,66.3,35.8,62.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5181182788003938,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,16.11999999999972,0.996438197920678,0.027917742267264962,0.024367957838635795,0.009576382002744611,0.009689988225658995,0.03537456708811549,0.03254681925653302,236.50524746601593,0.0,inf,0.27731109191268416,0.7840364739731207,0.8111971641043318,5.205332279205322,19.041853537608386
1,20000,hanging,0.05,64.0,66.3,35.8,62.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5181182788003938,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.1595740696987569,722.3918001418201,0.0,inf,0.9402154736828546,3.8287996840617353,4.202440018920349,5.0069451332092285,19.327977809879414
1,20001,hanging,0.05,64.0,66.3,35.8,62.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5181182788003938,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.07429507145533089,718.912340395812,0.0,inf,0.940020966020182,3.827233189653377,3.8635217206755357,5.151175022125244,19.380065867814373
1,20002,hanging,0.05,64.0,66.3,35.8,62.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5181182788003938,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.1497933201573077,712.180975951451,0.0,inf,0.8809347797145668,3.207855587478253,4.212563192130279,5.379443645477295,19.48585767366441
1,20003,hanging,0.05,64.0,66.3,35.8,62.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5181182788003938,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.1552988435899539,728.7728334134338,0.0,inf,0.9403548343714814,3.8290233034494534,4.123756486872793,4.966944217681885,19.378729611959553
1,20004,hanging,0.05,64.0,66.3,35.8,62.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5181182788003938,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.13634001819733474,703.6237990975358,0.0,inf,0.939871545539477,3.827711607605462,4.081806066615439,5.181567668914795,19.255890949281778
1,20000,hanging,0.0,64.0,66.3,35.8,80.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5487434760631479,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,24.75000000000107,0.9984251968503938,0.028802750114979094,0.025494240124539793,0.009148164450684162,0.00979557154235892,0.03567138438186476,0.025392825668716503,871.2791926636213,0.0,inf,0.27338096904685893,0.0014075788214782392,0.8296762976230951,4.745545387268066,29.529861912732528
1,20001,hanging,0.0,64.0,66.3,35.8,80.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5487434760631479,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,27.420000000001487,1.0,0.02864019056483152,0.025337502553757083,0.009120664241715034,0.00975115191749767,0.035556456845121515,0.02534288599942276,606.5034237526771,0.0,inf,0.27397236852605517,0.22637827768305385,0.832244827009923,4.551252365112305,22.626815290597623
1,20002,hanging,0.0,64.0,66.3,35.8,80.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5487434760631479,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,33.020000000002,1.0,0.02930738251711018,0.02598750078557494,0.009285308003708234,0.009866890503103255,0.036107610641328135,0.007955473406310396,316.0152838921766,0.0,inf,0.27603777979058425,0.841185162793689,0.8460203781329838,4.5182600021362305,17.63391420268129
1,20003,hanging,0.0,64.0,66.3,35.8,80.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5487434760631479,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,24.740000000001068,0.9983203863111486,0.02880764547664312,0.025501444097149734,0.009145537189605387,0.009793668178034648,0.03567602824301456,0.022338270200681985,878.6043676344972,0.0,inf,0.2735823803178656,0.030671017801772393,0.8290596309036502,4.747568130493164,29.666877913534407
1,20004,hanging,0.0,64.0,66.3,35.8,80.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5487434760631479,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,25.920000000001252,1.0,0.028659918892735385,0.025360506413240023,0.009115140046197463,0.00975448037264875,0.03541555334455651,0.015295896853159551,798.4839977908679,0.0,inf,0.2739159205735128,0.0061471638945818086,0.8754417885403463,4.698164463043213,27.396683350582556
1,20000,hanging,0.05,64.0,66.3,35.8,80.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5487434760631479,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.03891731409808464,1578.1088367092211,0.0,inf,0.7427405975616981,0.025374390895944288,2.10195069045421,5.31038236618042,34.33397553513077
1,20001,hanging,0.05,64.0,66.3,35.8,80.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5487434760631479,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.058109312794011804,1419.713247789595,0.0,inf,0.7428021006145438,0.048125539267175554,2.3497865033541423,4.7592854499816895,30.70565549083779
1,20002,hanging,0.05,64.0,66.3,35.8,80.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5487434760631479,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.13449184067297074,784.2551378419562,0.0,inf,0.7429911138981137,2.0982925966770267,2.405875136229195,4.348896026611328,17.856809780024548
1,20003,hanging,0.05,64.0,66.3,35.8,80.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5487434760631479,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.04675472172346763,1603.4256829268804,0.0,inf,0.7305466656612631,0.06969920437136778,2.1385038328113914,5.2894697189331055,34.394332588719706
1,20004,hanging,0.05,64.0,66.3,35.8,80.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5487434760631479,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.07419903296943282,1362.6302819583643,0.0,inf,0.7428458197780352,0.02440837560797604,2.2417616033993326,4.699095726013184,29.146515266739048
1,20000,hanging,0.0,64.0,66.3,35.8,120.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.637990269249091,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,10.349999999999824,1.0,0.019999560435510075,0.01703361143853372,0.005903816114780682,0.008659298716266174,0.026815247691362447,0.024098757388212017,627.5670390887487,0.0,inf,0.2012287645458688,0.002434655973477362,0.9637865237403211,4.998802661895752,24.477553482991976
1,20001,hanging,0.0,64.0,66.3,35.8,120.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.637990269249091,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,31.72000000000216,1.0,0.033572646377038336,0.030949950269178864,0.008379844503933104,0.00994994317485899,0.038115802821732755,0.06054936510379776,559.2832127344344,0.0,inf,0.3109798138637582,1.087232252462556,1.0918463979222963,5.647082805633545,26.36731702996912
1,20002,hanging,0.0,64.0,66.3,35.8,120.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.637990269249091,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,34.08000000000179,1.0,0.03339323011802411,0.030759602438785495,0.008313539895392933,0.009991983283156746,0.03821329879276324,0.02236761959030339,547.1634268031432,0.0,inf,0.3114143963295479,1.0895090480038334,1.1262828885504774,6.101217746734619,27.6491676927003
1,20003,hanging,0.0,64.0,66.3,35.8,120.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.637990269249091,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,35.22000000000156,1.0,0.0335456879125142,0.03092145793488395,0.008302910258191923,0.01001190780767657,0.0384811020543948,0.014490502889441188,1596.539026665479,0.0,inf,0.3113890076924426,0.19610258414575554,1.1140158742711286,7.165903091430664,36.07148846994433
1,20004,hanging,0.0,64.0,66.3,35.8,120.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.637990269249091,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,22.560000000000727,1.0,0.032501935774649326,0.029883287197866013,0.008131157079448652,0.009861503936957028,0.037489504229218665,0.01988594919961884,487.8077072507726,0.0,inf,0.30691186261946496,1.061875690024845,1.1057899012667214,6.078106880187988,27.5949849982971
1,20000,hanging,0.05,64.0,66.3,35.8,120.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.637990269249091,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.0510019770699638,1991.3961492225194,0.0,inf,0.5884775181182393,0.0008764575902659999,2.187710115358893,6.761164665222168,33.68835325775225
1,20001,hanging,0.05,64.0,66.3,35.8,120.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.637990269249091,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.0720282046750885,1011.6547868603059,0.0,inf,0.62258833801863,1.9094199796177485,2.263463210778614,5.316441535949707,25.769075504319883
1,20002,hanging,0.05,64.0,66.3,35.8,120.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.637990269249091,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.10062681451140466,1345.2242408349082,0.0,inf,0.6225891184590445,1.2629778642869098,2.0807613594784726,4.959916114807129,26.455346755223797
1,20003,hanging,0.05,64.0,66.3,35.8,120.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.637990269249091,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.11954875064059127,1290.5236216936983,0.0,inf,0.6225888511694657,1.9094109247636268,2.114419298421822,6.531900882720947,29.21961806607981
1,20004,hanging,0.05,64.0,66.3,35.8,120.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.637990269249091,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,9.799999999999836,0.3229582577132423,0.07035428128007683,0.03878733039589774,0.04455302601170754,0.03821381645943975,0.05856348010829378,0.028224940811292953,470.99589136410714,0.0,inf,0.10885786167505883,0.0005771858013119413,1.9136957299400166,5.879886627197266,27.435697029537167
1,20000,hanging,0.0,64.0,66.3,35.8,180.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.8837682393658337,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,30.720000000002003,1.0,0.040012947361156674,0.037974152897067584,0.007178086759740963,0.01036700239926954,0.042691405776621144,0.012931208265269547,1069.8758118337007,0.0,inf,0.36902150827996166,1.5004623333160154,1.5286216194982387,4.6069440841674805,21.36331211679865
1,20001,hanging,0.0,64.0,66.3,35.8,180.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.8837682393658337,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,69.90999999999886,1.0,0.043657964669542026,0.0416120888417476,0.007692504576980299,0.010736727371346561,0.04518452749736368,0.07408143016159612,1105.327862264541,0.0,inf,0.3965086495464269,1.7137753240010412,1.7137753240010412,4.477296829223633,17.89791577783715
1,20002,hanging,0.0,64.0,66.3,35.8,180.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.8837682393658337,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,67.2399999999975,0.9840788476118272,0.04348284979105028,0.04144267970028973,0.007677702803434839,0.01069183823635406,0.04517411642688351,0.09673197422148783,1345.1652044136688,0.0,inf,0.3923612863354074,0.026115016780437372,1.692859343486223,4.957393169403076,26.171416400193323
1,20003,hanging,0.0,64.0,66.3,35.8,180.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.8837682393658337,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,20.930000000000472,1.0,0.0393504433728128,0.037306831039400544,0.007086139293423883,0.010317188635900813,0.04201285596316937,0.039062611121645684,1064.3822800739833,0.0,inf,0.3657796680422101,1.4739400123902193,1.49056342426843,4.598021984100342,21.783048755357488
1,20004,hanging,0.0,64.0,66.3,35.8,180.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.8837682393658337,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,True,21.1000000000005,1.0,0.03547404019608749,0.03326504221668425,0.006706346899776517,0.01033776597799076,0.039382895183076916,0.011600688532518048,1246.4173274790744,0.0,inf,0.3581424777924704,0.0009606286947594356,1.44957537694955,4.490046977996826,24.47089328201835
1,20000,hanging,0.05,64.0,66.3,35.8,180.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.8837682393658337,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.0578443256875573,1506.5508811249629,0.0,inf,0.6632324675989869,3.367228031767276,3.541257458311925,4.347334861755371,18.12777926040428
1,20001,hanging,0.05,64.0,66.3,35.8,180.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.8837682393658337,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.03181594639866456,1819.1455106900485,0.0,inf,0.5847141439702849,2.706844989048477,3.3770225574898305,4.6054863929748535,24.06216925554913
1,20002,hanging,0.05,64.0,66.3,35.8,180.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.8837682393658337,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.03512145283765891,1479.6421859556294,0.0,inf,0.5323277842292962,0.0008791388785063248,3.367192164717139,4.950607776641846,26.181954710139458
1,20003,hanging,0.05,64.0,66.3,35.8,180.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.8837682393658337,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.06679736350323252,1574.9248609512067,0.0,inf,0.6632188712207202,3.367111910095659,3.7652346898172375,4.351576328277588,21.045664788039463
1,20004,hanging,0.05,64.0,66.3,35.8,180.0,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.8837682393658337,120.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,120.00000000002449,False,inf,nan,nan,nan,nan,nan,nan,0.059097094600423054,2017.926025045033,0.0,inf,0.6344336303558687,1.5292640266783124,3.603980691286715,4.748403072357178,25.045281833876277
1,20000,hanging,0.0,64.0,66.3,35.8,288.12,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,2,21.348063250964397,600.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,599.9999999995994,True,278.169999999892,0.9962402510642264,0.035510212197654045,0.033182212531472646,0.005615815954879778,0.011330425984909633,0.03837127516219646,0.01902429553344545,814.4698795355349,0.0,inf,0.32512877238519233,1.1585845988241523,1.2041630264299386,4.49093770980835,13.3322227126723
1,20001,hanging,0.0,64.0,66.3,35.8,288.12,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,2,21.348063250964397,600.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,599.9999999995994,True,249.53999999991802,0.997631684072362,0.034825312708170006,0.03245838194531549,0.005590801603339716,0.01131365476519144,0.03781429655263622,0.020323041087804822,814.5258831415417,0.0,inf,0.31931320838922905,1.1230782167305478,1.1580580176971864,4.492628574371338,13.052853059196707
1,20002,hanging,0.0,64.0,66.3,35.8,288.12,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,2,21.348063250964397,600.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,599.9999999995994,True,228.53999999993712,0.9978463360792549,0.034401416811031524,0.03200638496363464,0.00558065401478171,0.011309513735490384,0.037438878333965635,0.024298286838545943,813.4139526982292,0.0,inf,0.3165040885058764,1.100697737411604,1.1176499547938086,4.4935221672058105,13.006236603005357
1,20003,hanging,0.0,64.0,66.3,35.8,288.12,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,2,21.348063250964397,600.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,599.9999999995994,True,249.82999999991776,0.9993717337293314,0.03476907617967258,0.03239795999900803,0.005590330842133948,0.011314108332786819,0.03778310599867967,0.011912725744243336,817.8004263629109,0.0,inf,0.3197445901536915,1.121985647143795,1.170736530300001,4.492455005645752,12.777623192354081
1,20004,hanging,0.0,64.0,66.3,35.8,288.12,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,2,21.348063250964397,600.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,599.9999999995994,True,229.84999999993593,0.9975145211400783,0.03443651133186197,0.03204644163328273,0.0055801898029902664,0.011303113425807294,0.03749975017019917,0.012559563378296725,812.962392314721,0.0,inf,0.3165720038723688,1.1009118276500374,1.1488623641435645,4.4932942390441895,13.15196670422834
1,20000,hanging,0.05,64.0,66.3,35.8,288.12,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,2,21.348063250964397,600.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,599.9999999995994,False,inf,nan,nan,nan,nan,nan,nan,0.12485701564847147,3035.2393093265014,0.0,inf,0.8266644157357681,7.035842419136348,7.069347360445821,4.183596611022949,11.015974178874155
1,20001,hanging,0.05,64.0,66.3,35.8,288.12,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,2,21.348063250964397,600.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,599.9999999995994,False,inf,nan,nan,nan,nan,nan,nan,0.07385440629830588,3249.2694678168937,0.0,inf,0.826670693870636,7.035842329896866,7.036423651028148,4.183596611022949,11.183436633287913
1,20002,hanging,0.05,64.0,66.3,35.8,288.12,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,2,21.348063250964397,600.0,0.01,0.01,0.05,0.025,0.05,1.0,0.04,599.9999999995994,False,inf,nan,nan,nan,nan,nan,nan,0.11371939932293552,3403.1873661075506,0.0,inf,0.8266662779347993,7.0358427274280295,7.058759173709284,4.183596611022949,11.560156319699121
