seed,step,distribution,n,n_nonterminal,terminal_frac,gate_batch_size,gate_chunks,fd_anchor_nonfinite_frac,fd_anchor_nonfinite_nonterminal_frac,oracle_increment_nonfinite_frac,eps_quad_nonfinite_frac,eps_quad_finite_n,eps_quad_rms,eps_quad_bias,eps_quad_p95,eps_quad_p99,eps_quad_rel,eps_re_nonfinite_frac,eps_re_finite_n,eps_re_rms,eps_re_bias,eps_re_p95,eps_re_p99,eps_re_rel,eps_gate_nonfinite_frac,eps_gate_finite_n,eps_gate_rms,eps_gate_bias,eps_gate_p95,eps_gate_p99,eps_gate_rel,eps_fd_nonfinite_frac,eps_fd_finite_n,eps_fd_rms,eps_fd_bias,eps_fd_p95,eps_fd_p99,eps_fd_rel,rho_nonfinite_frac,rho_med,rho_p95,innovation_rho_med,mismatch_fraction_mean,innovation_valid_frac,lambda_mean,gate_fallback_frac,gate_fallback_nonterminal_frac,reanchor_nonfinite_frac,reanchor_nonfinite_nonterminal_frac,transport_seconds_mean,model_seconds_mean,long_frac
3,386418,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.1046,-0.0264,0.1889,0.304,0.3356,0.0,1999,0.0792,-0.0192,0.1424,0.2334,0.254,0.0,1999,0.0704,-0.0147,0.1114,0.2379,0.2259,0.0,1999,0.0763,0.0071,0.1399,0.3475,0.2448,0.0,0.1276,0.5111,0.1634,0.784081,0.9994999766349792,0.9114,0.0,0.0,0.0,0.0,0.008182,0.012759,0.0955
3,386418,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.1001,-0.0306,0.2264,0.3416,0.5087,0.0,1999,0.077,-0.0224,0.1716,0.2655,0.3911,0.0,1999,0.0735,-0.0144,0.1099,0.2123,0.3736,0.0,1999,0.0704,0.0022,0.0875,0.2374,0.3576,0.0,0.0927,0.6713,0.1183,0.781369,0.9980000257492065,0.8722,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,100000,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.1126,-0.0367,0.1778,0.447,0.4462,0.0,1999,0.0891,-0.0263,0.1415,0.3625,0.3531,0.0,1999,0.0848,-0.0219,0.0978,0.1986,0.3361,0.0,1999,0.0871,-0.0002,0.0993,0.3105,0.345,0.0,0.2677,0.6249,0.3504,0.782576,0.9994999766349792,0.8215,0.0,0.0,0.0,0.0,0.008202,0.013114,0.107
5,100000,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.1241,-0.0225,0.2493,0.4545,0.3906,0.0,1999,0.095,-0.0165,0.1777,0.3636,0.2989,0.0,1999,0.1102,-0.0127,0.1287,0.2905,0.3469,0.0,1999,0.1294,0.0022,0.1932,0.4462,0.407,0.0,0.0737,0.6429,0.0935,0.781369,0.9980000257492065,0.8958,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,124245,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.607,0.3719,1.1829,1.4876,1.0759,0.0,1999,0.4716,0.2771,0.9431,1.1805,0.8359,0.0,1999,0.3044,0.1205,0.4896,0.8814,0.5395,0.0,1999,0.2694,-0.004,0.369,0.918,0.4775,0.0,0.4467,0.8294,0.5842,0.784813,0.9994999766349792,0.6953,0.0,0.0,0.0,0.0,0.008185,0.012881,0.098
5,124245,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.4474,0.0996,0.7789,1.2097,0.5623,0.0,1999,0.3561,0.0747,0.5901,0.9499,0.4475,0.0,1999,0.3255,0.0596,0.3584,1.6358,0.4091,0.0,1999,0.3671,0.0089,0.5061,1.8533,0.4614,0.0,0.0744,0.6255,0.0948,0.781369,0.9980000257492065,0.9009,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,150602,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.2385,0.0194,0.5953,0.7449,0.8237,0.0,1999,0.1848,0.0179,0.4586,0.5877,0.6381,0.0,1999,0.0647,0.0032,0.0981,0.1996,0.2236,0.0,1999,0.1328,0.001,0.2956,0.6103,0.4586,0.0,0.1828,3.7219,0.2332,0.782647,0.9994999766349792,0.6303,0.0,0.0,0.0,0.0,0.0082,0.013037,0.105
5,150602,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.3595,0.0736,0.8192,1.6388,0.4522,0.0,1999,0.2767,0.056,0.6596,1.2337,0.3481,0.0,1999,0.3715,0.0321,0.4086,1.1157,0.4673,0.0,1999,0.4997,-0.0166,0.6707,2.3623,0.6285,0.0,0.0721,0.6381,0.0919,0.781369,0.9980000257492065,0.9043,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,178445,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.087,0.008,0.1296,0.4135,0.3064,0.0,1999,0.0696,0.0052,0.0928,0.3352,0.2452,0.0,1999,0.0897,0.005,0.0762,0.2932,0.316,0.0,1999,0.1534,0.0045,0.2743,0.6833,0.5405,0.0,0.1079,0.6564,0.1398,0.781744,0.9994999766349792,0.9249,0.0,0.0,0.0,0.0,0.008192,0.013167,0.108
5,178445,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.1229,0.0006,0.2452,0.404,0.2796,0.0,1999,0.0989,0.0011,0.1957,0.3259,0.2251,0.0,1999,0.2626,0.0114,0.1359,0.3089,0.5974,0.0,1999,0.3175,0.0059,0.3168,1.0077,0.7223,0.0,0.0722,0.6378,0.0929,0.781369,0.9980000257492065,0.9032,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,208144,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0567,-0.0064,0.167,0.2607,0.3353,0.0,1999,0.0448,-0.0049,0.1357,0.2132,0.2652,0.0,1999,0.0461,-0.0066,0.0647,0.1698,0.2727,0.0,1999,0.0575,-0.001,0.1045,0.2271,0.3405,0.0,0.109,0.615,0.1381,0.784338,0.9990000128746033,0.9263,0.0,0.0,0.0,0.0,0.008189,0.013019,0.102
5,208144,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0513,-0.0016,0.0909,0.1461,0.2782,0.0,1999,0.0397,-0.0008,0.0636,0.1153,0.2154,0.0,1999,0.1193,0.0043,0.0462,0.1321,0.6477,0.0,1999,0.1327,0.0081,0.1103,0.2871,0.7201,0.0,0.0729,0.6404,0.0931,0.781369,0.9980000257492065,0.9012,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,237735,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.113,0.0057,0.208,0.5435,0.421,0.0,1999,0.0899,0.0042,0.1516,0.4398,0.335,0.0,1999,0.0928,0.0055,0.1004,0.3266,0.3459,0.0,1999,0.0966,0.0035,0.1042,0.4133,0.3602,0.0,0.1453,0.7781,0.1846,0.785325,1.0,0.8677,0.0,0.0,0.0,0.0,0.008179,0.012763,0.094
5,237735,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0376,-0.0089,0.0732,0.164,0.3026,0.0,1999,0.029,-0.0068,0.058,0.1325,0.2331,0.0,1999,0.0425,-0.0044,0.0365,0.1467,0.3413,0.0,1999,0.057,0.0015,0.0588,0.2693,0.4583,0.0,0.0699,0.6556,0.0896,0.781369,0.9980000257492065,0.8967,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,267390,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.1094,0.0246,0.2225,0.3519,0.4541,0.0,1999,0.0839,0.0192,0.172,0.2259,0.3484,0.0,1999,0.0879,0.0054,0.0729,0.2258,0.3651,0.0,1999,0.1056,0.0031,0.0703,0.3923,0.4383,0.0,0.2332,1.0882,0.3015,0.784317,0.9994999766349792,0.7168,0.0,0.0,0.0,0.0,0.008204,0.013129,0.106
5,267390,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0317,-0.0037,0.0655,0.1468,0.2539,0.0,1999,0.0243,-0.0029,0.0513,0.1156,0.1945,0.0,1999,0.0406,-0.0011,0.0419,0.0975,0.3251,0.0,1999,0.0485,0.0009,0.0577,0.2047,0.3884,0.0,0.0666,0.6686,0.0849,0.781369,0.9980000257492065,0.8949,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,296891,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0866,-0.0102,0.0785,0.4806,0.2552,0.0,1999,0.0678,-0.0072,0.062,0.3545,0.1998,0.0,1999,0.0886,-0.0025,0.0544,0.1396,0.2611,0.0,1999,0.1119,0.0021,0.1549,0.2905,0.3298,0.0,0.0538,0.7328,0.0687,0.783624,0.9990000128746033,0.9346,0.0,0.0,0.0,0.0,0.008199,0.013121,0.106
5,296891,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0349,-0.0048,0.0737,0.1496,0.2798,0.0,1999,0.0265,-0.0034,0.0555,0.1172,0.212,0.0,1999,0.0489,-0.001,0.039,0.0914,0.3915,0.0,1999,0.0573,0.0025,0.0568,0.2023,0.4589,0.0,0.0573,0.6844,0.073,0.781369,0.9980000257492065,0.8911,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,326535,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0722,-0.0015,0.0601,0.4143,0.3306,0.0,1999,0.0559,-0.0014,0.0477,0.3388,0.256,0.0,1999,0.0317,-0.0001,0.0416,0.1009,0.145,0.0,1999,0.0755,0.0049,0.1319,0.267,0.3457,0.0,0.0843,0.4612,0.1078,0.785428,0.9980000257492065,0.9412,0.0,0.0,0.0,0.0,0.008152,0.012524,0.0865
5,326535,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0378,-0.0075,0.0714,0.1644,0.2513,0.0,1999,0.0292,-0.0055,0.0522,0.1296,0.1942,0.0,1999,0.0702,-0.0025,0.0387,0.1574,0.4661,0.0,1999,0.0762,0.0017,0.0607,0.2713,0.5058,0.0,0.062,0.6832,0.0788,0.781369,0.9980000257492065,0.8899,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,356413,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0912,0.0047,0.1301,0.2753,0.3084,0.0,1999,0.0707,0.0037,0.1057,0.2138,0.2391,0.0,1999,0.0833,0.0011,0.0671,0.1781,0.2816,0.0,1999,0.1102,0.0051,0.1334,0.3623,0.3729,0.0,0.0778,0.9088,0.0991,0.781896,1.0,0.8584,0.0,0.0,0.0,0.0,0.008216,0.013387,0.115
5,356413,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0428,-0.0082,0.0923,0.2075,0.293,0.0,1999,0.0327,-0.0059,0.0711,0.1555,0.2236,0.0,1999,0.0623,-0.0021,0.0505,0.0948,0.4262,0.0,1999,0.0748,0.0036,0.0699,0.2156,0.5116,0.0,0.0496,0.7192,0.0636,0.781369,0.9980000257492065,0.8828,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
5,385696,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0673,-0.0091,0.0682,0.1058,0.2569,0.0,1999,0.052,-0.0064,0.0535,0.0899,0.1983,0.0,1999,0.0358,-0.004,0.0515,0.1576,0.1366,0.0,1999,0.0745,0.0022,0.1476,0.3311,0.2845,0.0,0.0618,0.6103,0.0798,0.782863,0.9990000128746033,0.9304,0.0,0.0,0.0,0.0,0.008201,0.013169,0.108
5,385696,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0382,-0.0079,0.075,0.184,0.2762,0.0,1999,0.0286,-0.0054,0.059,0.138,0.2071,0.0,1999,0.0354,-0.0034,0.0388,0.0697,0.2565,0.0,1999,0.05,0.0009,0.0683,0.1572,0.3615,0.0,0.0663,0.7155,0.0851,0.781369,0.9980000257492065,0.8816,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,100000,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.1113,-0.0185,0.1977,0.5293,0.4323,0.0,1999,0.0914,-0.0128,0.1524,0.3965,0.3551,0.0,1999,0.1138,-0.0138,0.1297,0.2865,0.4423,0.0,1999,0.1353,0.0022,0.125,0.4262,0.5257,0.0,0.1725,0.5604,0.2208,0.785702,0.9990000128746033,0.8786,0.0,0.0,0.0,0.0,0.008168,0.012724,0.092
11,100000,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.3584,-0.0419,0.3142,0.5891,0.5032,0.0,1999,0.2301,-0.03,0.2542,0.4794,0.323,0.0,1999,0.4526,-0.0017,0.1964,0.3577,0.6354,0.0,1999,0.4511,0.0161,0.1485,0.467,0.6332,0.0,0.141,0.5189,0.1811,0.781369,0.9980000257492065,0.9,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,125589,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0294,-0.0032,0.0665,0.1001,0.2201,0.0,1999,0.0221,-0.0025,0.0492,0.0786,0.1652,0.0,1999,0.0236,-0.0019,0.0509,0.09,0.1761,0.0,1999,0.0552,0.0025,0.099,0.2284,0.4126,0.0,0.1608,0.3482,0.205,0.785864,0.9994999766349792,0.9381,0.0,0.0,0.0,0.0,0.008161,0.012587,0.088
11,125589,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.4227,-0.0005,0.6545,1.2765,0.5526,0.0,1999,0.3239,0.0012,0.5024,1.0167,0.4235,0.0,1999,0.3793,-0.0047,0.4068,0.6703,0.4958,0.0,1999,0.3667,-0.007,0.2241,0.6202,0.4794,0.0,0.131,0.5241,0.1659,0.781369,0.9980000257492065,0.9032,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,152440,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0836,-0.0076,0.1331,0.3001,0.2435,0.0,1999,0.1018,-0.004,0.1042,0.2221,0.2967,0.0,1999,0.2561,0.0065,0.1,0.2692,0.7461,0.0,1999,0.2626,0.0105,0.1506,0.3509,0.7651,0.0,0.1185,0.2921,0.1538,0.784473,0.9994999766349792,0.9557,0.0,0.0,0.0,0.0,0.008198,0.012988,0.102
11,152440,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.4624,-0.0692,0.5103,1.3859,0.4378,0.0,1999,0.3516,-0.0523,0.3403,1.1,0.3328,0.0,1999,0.4559,-0.0369,0.2201,0.7298,0.4316,0.0,1999,0.4483,-0.0086,0.1515,0.4195,0.4244,0.0,0.1165,0.5921,0.1485,0.781369,0.9980000257492065,0.9025,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,179515,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.1085,-0.0245,0.1969,0.3426,0.3419,0.0,1999,0.0849,-0.0174,0.1458,0.2618,0.2675,0.0,1999,0.3428,-0.0143,0.1256,0.2478,1.0798,0.0,1999,0.355,0.0015,0.1164,0.4967,1.1181,0.0,0.1262,0.3487,0.1606,0.782494,0.9980000257492065,0.9428,0.0,0.0,0.0,0.0,0.00819,0.013078,0.1055
11,179515,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.1847,-0.0469,0.2859,0.8518,0.4668,0.0,1999,0.1449,-0.0361,0.2028,0.6912,0.3662,0.0,1999,0.3004,-0.013,0.1592,0.4097,0.7593,0.0,1999,0.2932,0.012,0.0633,0.2179,0.7409,0.0,0.1127,0.6005,0.1458,0.781369,0.9980000257492065,0.9018,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,209031,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.1138,-0.027,0.2521,0.4702,0.3293,0.0,1999,0.0871,-0.0187,0.1935,0.3658,0.2521,0.0,1999,0.2162,-0.0204,0.1593,0.2566,0.626,0.0,1999,0.2395,-0.0043,0.1931,0.6436,0.6933,0.0,0.1246,0.5904,0.1605,0.780769,0.9980000257492065,0.9218,0.0,0.0,0.0,0.0,0.008204,0.013255,0.1125
11,209031,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0782,-0.0115,0.1511,0.1989,0.3505,0.0,1999,0.0605,-0.0078,0.1195,0.1581,0.2711,0.0,1999,0.0704,-0.0059,0.0843,0.1515,0.3154,0.0,1999,0.0713,0.0015,0.0673,0.2137,0.3196,0.0,0.111,0.5892,0.1428,0.781369,0.9980000257492065,0.9048,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,238313,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.169,-0.0319,0.1984,1.0027,0.5164,0.0,1999,0.1348,-0.0249,0.1508,0.815,0.4118,0.0,1999,0.0599,-0.0095,0.129,0.1935,0.1829,0.0,1999,0.0744,0.0073,0.1516,0.3194,0.2273,0.0,0.1195,0.3346,0.1542,0.78367,1.0,0.9375,0.0,0.0,0.0,0.0,0.008201,0.013099,0.1055
11,238313,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0719,-0.0088,0.1521,0.2023,0.3803,0.0,1999,0.055,-0.0057,0.1175,0.1643,0.2913,0.0,1999,0.0874,-0.0045,0.0932,0.1246,0.4623,0.0,1999,0.0881,0.0006,0.0847,0.1819,0.4664,0.0,0.1023,0.5786,0.13,0.781369,0.9980000257492065,0.9059,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,267724,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0523,0.0074,0.1209,0.1816,0.2118,0.0,1999,0.0398,0.0059,0.0924,0.1402,0.1609,0.0,1999,0.0383,0.0059,0.0884,0.1381,0.1551,0.0,1999,0.0529,0.0052,0.1024,0.2196,0.2139,0.0,0.1169,0.2643,0.1485,0.782989,0.9990000128746033,0.9635,0.0,0.0,0.0,0.0,0.008205,0.013178,0.1085
11,267724,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0843,-0.0238,0.1393,0.2504,0.365,0.0,1999,0.0641,-0.0169,0.1118,0.2239,0.2777,0.0,1999,0.0701,-0.0137,0.0906,0.2099,0.3037,0.0,1999,0.0689,0.0002,0.0719,0.2314,0.2985,0.0,0.1014,0.6071,0.1311,0.781369,0.9980000257492065,0.9016,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,296944,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0089,-0.0001,0.0203,0.0256,0.2235,0.0,1999,0.0068,-0.0,0.0155,0.0204,0.1692,0.0,1999,0.0081,0.0006,0.0177,0.0272,0.2024,0.0,1999,0.0306,0.0043,0.072,0.1234,0.7643,0.0,0.1571,0.3269,0.2031,0.783436,0.9990000128746033,0.9401,0.0,0.0,0.0,0.0,0.008169,0.012815,0.0965
11,296944,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.064,-0.0229,0.1199,0.3082,0.3116,0.0,1999,0.0492,-0.0164,0.0899,0.2444,0.2396,0.0,1999,0.0535,-0.0111,0.0643,0.2101,0.2603,0.0,1999,0.0557,0.002,0.073,0.223,0.2712,0.0,0.1031,0.6109,0.1304,0.781369,0.9980000257492065,0.8971,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,326464,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.102,-0.0294,0.2078,0.3045,0.369,0.0,1999,0.0766,-0.0208,0.1581,0.2395,0.2768,0.0,1999,0.0656,-0.0175,0.1383,0.196,0.2372,0.0,1999,0.0674,0.0045,0.1496,0.2661,0.2437,0.0,0.141,0.3725,0.1796,0.784297,0.9994999766349792,0.9338,0.0,0.0,0.0,0.0,0.008182,0.012897,0.0985
11,326464,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0677,-0.0222,0.1198,0.2862,0.2935,0.0,1999,0.052,-0.016,0.0932,0.2345,0.2254,0.0,1999,0.0525,-0.0092,0.0596,0.1891,0.2276,0.0,1999,0.0562,0.0016,0.081,0.2448,0.2434,0.0,0.1036,0.6283,0.1339,0.781369,0.9980000257492065,0.8904,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,355856,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0738,-0.009,0.1485,0.2743,0.2471,0.0,1999,0.0546,-0.0062,0.1133,0.202,0.1829,0.0,1999,0.0507,-0.0047,0.1049,0.1929,0.1696,0.0,1999,0.0719,0.0029,0.1387,0.3103,0.2407,0.0,0.1457,0.4055,0.1861,0.784538,0.9994999766349792,0.9282,0.0,0.0,0.0,0.0,0.008178,0.012817,0.096
11,355856,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0708,-0.0038,0.1517,0.3518,0.3528,0.0,1999,0.0547,-0.0025,0.115,0.273,0.273,0.0,1999,0.0585,-0.002,0.0874,0.2714,0.2915,0.0,1999,0.058,0.0015,0.0806,0.2915,0.2893,0.0,0.0981,0.6516,0.1243,0.781369,0.9980000257492065,0.8896,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
11,385116,onpolicy,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.076,0.004,0.1696,0.2914,0.2692,0.0,1999,0.0587,0.0037,0.1306,0.2333,0.2081,0.0,1999,0.0658,-0.0001,0.1104,0.2509,0.2331,0.0,1999,0.0786,0.0016,0.143,0.3451,0.2785,0.0,0.1456,0.9016,0.1862,0.781975,0.9980000257492065,0.8621,0.0,0.0,0.0,0.0,0.008172,0.012914,0.1005
11,385116,ou,2000,1999,0.0005000000237487257,256,8,0.0,0.0,0.0,0.0,1999,0.0965,0.0064,0.2649,0.326,0.4903,0.0,1999,0.0749,0.0053,0.1971,0.2666,0.3807,0.0,1999,0.0587,0.0023,0.1046,0.1937,0.2981,0.0,1999,0.0519,-0.0002,0.0822,0.214,0.2638,0.0,0.0812,0.6708,0.1035,0.781369,0.9980000257492065,0.8853,0.0,0.0,0.0,0.0,0.008193,0.013242,0.1105
