seed,step,distribution,n_states,eps_T_rms,eps_T_bias,eps_T_p95,eps_T_p99,rel_eps_T_over_dVoracle,dV_sign_err_frac,dV_spearman,target_spearman,rms_target_learned,rms_target_oracle
6,497498,onpolicy,1500,0.1175,0.0028,0.1404,0.2243,0.3588,0.0173,0.9811,0.9998,22.5823,22.5786
6,497498,ou,1500,0.2056,-0.0421,0.3148,0.9638,0.4722,0.1067,0.9005,0.999,7.8905,7.935
7,100000,onpolicy,1500,0.0457,-0.0019,0.0514,0.1769,0.2186,0.0507,0.9842,1.0,32.3381,32.3388
7,100000,ou,1500,0.1195,0.0231,0.2932,0.466,0.4972,0.0893,0.8546,0.999,7.6515,7.6179
7,124821,onpolicy,1500,0.0238,-0.0045,0.0421,0.0975,0.0996,0.0333,0.996,1.0,31.052,31.0557
7,124821,ou,1500,0.1282,0.0271,0.2787,0.5967,0.5218,0.1007,0.8559,0.9993,8.6197,8.58
7,151846,onpolicy,1500,0.0364,-0.0045,0.0195,0.1188,0.2872,0.0227,0.9872,1.0,38.7419,38.7449
7,151846,ou,1500,0.1397,0.0159,0.2215,0.5475,0.427,0.0893,0.8516,0.9987,8.5222,8.5061
7,178847,onpolicy,1500,0.0155,-0.0012,0.0275,0.064,0.1267,0.0353,0.994,1.0,38.896,38.897
7,178847,ou,1500,0.166,0.0157,0.2409,0.6665,0.4588,0.116,0.8708,0.9975,8.5697,8.5526
7,208851,onpolicy,1500,0.0245,-0.0033,0.0169,0.1173,0.2038,0.0233,0.9973,1.0,38.4721,38.4757
7,208851,ou,1500,0.1668,0.015,0.2024,0.6677,0.4314,0.0667,0.8923,0.9976,8.2165,8.1988
7,238657,onpolicy,1500,0.0165,-0.0062,0.0167,0.0819,0.1274,0.0313,0.9982,1.0,36.1885,36.1935
7,238657,ou,1500,0.1294,0.0024,0.2159,0.4684,0.4757,0.1,0.8956,0.9986,7.9493,7.9492
7,268296,onpolicy,1500,0.0226,-0.0023,0.0134,0.0407,0.1868,0.022,0.9939,1.0,39.3996,39.4011
7,268296,ou,1500,0.0992,0.0051,0.1972,0.4509,0.463,0.0813,0.93,0.9987,7.912,7.9076
7,297959,onpolicy,1500,0.0314,-0.0026,0.0193,0.0428,0.2418,0.0227,0.9939,1.0,39.5299,39.5319
7,297959,ou,1500,0.1136,0.0044,0.2441,0.4606,0.4826,0.09,0.9019,0.9984,7.9153,7.9126
7,327620,onpolicy,1500,0.0464,0.0043,0.0429,0.1816,0.2503,0.014,0.995,1.0,32.1347,32.1326
7,327620,ou,1500,0.1216,0.0109,0.2307,0.6055,0.4433,0.0793,0.9376,0.9983,7.7008,7.6904
7,357565,onpolicy,1500,0.0161,-0.0001,0.0262,0.0603,0.1382,0.0527,0.9835,1.0,38.9737,38.9736
7,357565,ou,1500,0.1271,0.0132,0.2685,0.5586,0.4264,0.0773,0.9198,0.9987,8.0789,8.0637
7,387350,onpolicy,1500,0.0184,-0.0024,0.0166,0.0453,0.1534,0.0147,0.998,1.0,40.3364,40.3384
7,387350,ou,1500,0.1376,0.0046,0.1988,0.7145,0.4063,0.0573,0.9335,0.9977,8.1905,8.1871
7,416737,onpolicy,1500,0.0191,0.0001,0.0213,0.0685,0.1649,0.0247,0.9949,1.0,38.9603,38.9603
7,416737,ou,1500,0.1213,0.003,0.2058,0.6005,0.4079,0.0407,0.9407,0.9986,8.0672,8.0686
7,443212,onpolicy,1500,0.0303,-0.0011,0.0188,0.1293,0.249,0.0187,0.9968,1.0,38.4029,38.4039
7,443212,ou,1500,0.1097,0.0003,0.1613,0.599,0.4391,0.0593,0.9486,0.999,8.276,8.2758
7,470017,onpolicy,1500,0.0462,0.0012,0.0493,0.2537,0.2739,0.0327,0.9748,1.0,29.4777,29.4779
7,470017,ou,1500,0.1071,-0.0032,0.2045,0.5081,0.4333,0.0733,0.9417,0.9989,8.3259,8.3313
7,496544,onpolicy,1500,0.0183,-0.0045,0.0176,0.0706,0.144,0.028,0.9988,1.0,39.1126,39.1166
7,496544,ou,1500,0.1048,0.0017,0.185,0.4843,0.4509,0.076,0.9241,0.9986,8.0862,8.0859
8,100000,onpolicy,1500,0.1309,0.0138,0.1981,0.4508,0.6246,0.1193,0.8442,0.999,9.6704,9.6624
8,100000,ou,1500,0.3566,0.0126,0.3198,1.6989,1.0371,0.1327,0.7702,0.9977,7.0422,7.0252
8,124397,onpolicy,1500,0.0996,-0.0269,0.2365,0.3443,0.4311,0.0907,0.9318,0.9998,11.6735,11.7056
8,124397,ou,1500,0.3418,0.0169,0.3194,1.3787,1.1515,0.146,0.7838,0.9979,6.1274,6.1064
8,151012,onpolicy,1500,0.1183,-0.0215,0.2757,0.4243,0.5167,0.1187,0.9117,0.9997,13.3933,13.4113
8,151012,ou,1500,0.3363,0.0062,0.2033,1.337,1.1627,0.1393,0.8156,0.998,5.8876,5.8793
8,177946,onpolicy,1500,0.0837,-0.0041,0.1472,0.4751,0.3396,0.056,0.967,0.9999,16.4497,16.4543
8,177946,ou,1500,0.0918,-0.0008,0.1679,0.3594,0.3768,0.0593,0.9554,0.9994,6.8435,6.8386
8,207354,onpolicy,1500,0.0918,-0.0047,0.0588,0.5933,0.3344,0.006,0.984,0.9999,15.1858,15.1907
8,207354,ou,1500,0.1052,-0.0062,0.1799,0.355,0.3868,0.0327,0.9453,0.9995,7.454,7.4613
8,237189,onpolicy,1500,0.0525,-0.0068,0.0538,0.1172,0.183,0.016,0.9964,1.0,13.8257,13.8301
8,237189,ou,1500,0.1176,-0.0132,0.1405,0.3497,0.3945,0.08,0.9367,0.9992,7.2892,7.2986
8,266565,onpolicy,1500,0.1688,-0.0187,0.0515,0.4271,0.5502,0.0307,0.9748,1.0,26.5461,26.5574
8,266565,ou,1500,0.1042,-0.0139,0.1834,0.3426,0.4199,0.084,0.9158,0.9992,7.4847,7.4959
8,295813,onpolicy,1500,0.1048,-0.0106,0.0431,0.5126,0.3679,0.0133,0.9953,0.9999,15.579,15.5859
8,295813,ou,1500,0.122,-0.0186,0.206,0.3958,0.4975,0.1013,0.9238,0.9989,7.6625,7.6786
8,325222,onpolicy,1500,0.152,-0.01,0.0922,0.9398,0.4523,0.02,0.9932,1.0,23.8351,23.8425
8,325222,ou,1500,0.1234,-0.0333,0.3016,0.4423,0.5013,0.1127,0.8973,0.999,8.2703,8.303
8,354669,onpolicy,1500,0.0828,-0.0104,0.062,0.3064,0.3237,0.0267,0.9925,0.9999,15.7999,15.813
8,354669,ou,1500,0.1225,-0.0227,0.2764,0.4452,0.4714,0.08,0.9271,0.9991,7.5587,7.5784
8,383846,onpolicy,1500,0.1142,-0.0149,0.071,0.2586,0.3851,0.0233,0.9898,0.9999,19.1944,19.209
8,383846,ou,1500,0.1234,-0.0188,0.209,0.5387,0.4075,0.0593,0.9395,0.999,7.613,7.6257
8,413285,onpolicy,1500,0.1223,-0.0211,0.116,0.5433,0.3463,0.0187,0.9827,1.0,24.5023,24.5101
8,413285,ou,1500,0.1262,-0.0266,0.269,0.5609,0.4631,0.0807,0.9266,0.9989,7.7539,7.777
8,438548,onpolicy,1500,0.2139,-0.0247,0.0526,1.001,0.6482,0.0213,0.9803,1.0,30.0329,30.0437
8,438548,ou,1500,0.1231,-0.0236,0.2773,0.6221,0.472,0.084,0.9326,0.9985,7.9001,7.9227
8,465165,onpolicy,1500,0.0689,-0.0076,0.0403,0.1864,0.2753,0.0167,0.9958,1.0,30.7227,30.7283
8,465165,ou,1500,0.1358,-0.0062,0.2717,0.6631,0.6058,0.1027,0.9243,0.9988,7.7722,7.7745
8,491114,onpolicy,1500,0.2348,-0.0268,0.0499,0.4322,0.7229,0.022,0.9897,1.0,31.5556,31.5701
8,491114,ou,1500,0.1429,-0.0122,0.3143,0.6667,0.5742,0.1273,0.8611,0.9979,7.7435,7.7464
9,100000,onpolicy,1500,0.0592,-0.0125,0.0848,0.2321,0.2447,0.0493,0.9849,0.9998,13.0274,13.0388
9,100000,ou,1500,0.1177,0.0027,0.1339,0.4439,0.4815,0.0873,0.8989,0.9995,6.936,6.935
9,126080,onpolicy,1500,0.0686,-0.0086,0.0946,0.3353,0.2649,0.0173,0.9791,0.9999,12.5936,12.6014
9,126080,ou,1500,0.083,-0.0062,0.1408,0.2431,0.3259,0.046,0.9563,0.9998,6.5826,6.589
9,152864,onpolicy,1500,0.0729,-0.0106,0.0903,0.3422,0.3094,0.0787,0.9513,0.9996,9.1133,9.1246
9,152864,ou,1500,0.0888,-0.0087,0.1589,0.2502,0.3563,0.062,0.9544,0.9995,6.0821,6.0968
9,179921,onpolicy,1500,0.0641,0.0066,0.1181,0.3187,0.196,0.036,0.9871,0.9999,16.5145,16.5074
9,179921,ou,1500,0.0965,-0.0148,0.1586,0.2253,0.405,0.102,0.9169,0.9993,6.074,6.0905
9,209615,onpolicy,1500,0.069,-0.007,0.0921,0.3111,0.2672,0.05,0.9791,0.9998,13.5042,13.512
9,209615,ou,1500,0.0852,-0.0078,0.117,0.3204,0.3433,0.0527,0.9489,0.9997,6.2164,6.2229
9,239315,onpolicy,1500,0.1128,-0.0178,0.0876,0.1764,0.3622,0.0187,0.9876,0.9998,16.5418,16.5553
9,239315,ou,1500,0.1035,-0.0138,0.1507,0.3102,0.3506,0.08,0.9387,0.9995,6.0592,6.0693
9,268738,onpolicy,1500,0.0799,-0.0136,0.0547,0.2052,0.2951,0.0233,0.9961,1.0,32.2597,32.2663
9,268738,ou,1500,0.1258,-0.0187,0.1898,0.3069,0.3254,0.114,0.8863,0.9993,6.0715,6.0858
9,298461,onpolicy,1500,0.0528,0.0091,0.1283,0.1969,0.1924,0.0467,0.978,1.0,20.6313,20.6202
9,298461,ou,1500,0.0996,-0.0156,0.152,0.3224,0.2861,0.094,0.9302,0.9992,6.0905,6.1037
9,328084,onpolicy,1500,0.0854,-0.0065,0.0521,0.3443,0.3612,0.056,0.9702,1.0,32.7769,32.7758
9,328084,ou,1500,0.0812,-0.0106,0.1453,0.2807,0.3126,0.0733,0.9444,0.9993,6.3356,6.345
9,357890,onpolicy,1500,0.0975,-0.0098,0.0601,0.3556,0.3108,0.0227,0.9871,0.9999,23.6221,23.6285
9,357890,ou,1500,0.1198,-0.0262,0.1873,0.3322,0.352,0.0547,0.9387,0.9994,6.1938,6.2173
9,387114,onpolicy,1500,0.0699,-0.0158,0.1046,0.2009,0.2227,0.0187,0.9922,1.0,19.3692,19.3809
9,387114,ou,1500,0.1051,-0.0179,0.1889,0.3046,0.3278,0.108,0.9239,0.999,6.025,6.0432
9,416655,onpolicy,1500,0.0543,-0.0081,0.0621,0.1737,0.2182,0.0147,0.9915,1.0,21.8972,21.9028
9,416655,ou,1500,0.0866,-0.0168,0.162,0.2886,0.3505,0.096,0.9225,0.9992,6.0621,6.082
9,442248,onpolicy,1500,0.165,-0.0109,0.0668,0.2554,0.5343,0.0193,0.9845,0.9999,27.4445,27.4481
9,442248,ou,1500,0.1022,-0.0309,0.2331,0.3526,0.4218,0.1187,0.9067,0.9989,5.7259,5.761
9,468969,onpolicy,1500,0.1336,-0.0187,0.0762,0.1798,0.5865,0.032,0.9553,1.0,31.9339,31.9423
9,468969,ou,1500,0.0971,-0.0222,0.1956,0.3911,0.3874,0.0893,0.9075,0.9994,6.0944,6.122
9,495369,onpolicy,1500,0.1457,-0.0061,0.0432,0.3317,0.5906,0.012,0.9839,1.0,28.9152,28.9189
9,495369,ou,1500,0.1148,-0.0234,0.2143,0.444,0.4247,0.1307,0.894,0.9988,6.235,6.2633
10,100000,onpolicy,1500,0.0749,-0.0047,0.1943,0.363,0.2863,0.0493,0.9775,0.9999,13.7077,13.7138
10,100000,ou,1500,0.0875,0.0132,0.153,0.2541,0.4242,0.0447,0.9425,0.9996,6.543,6.5269
10,124013,onpolicy,1500,0.0857,-0.0085,0.0477,0.2409,0.3191,0.016,0.9851,0.9999,15.7058,15.7138
10,124013,ou,1500,0.0879,-0.0156,0.1517,0.325,0.3812,0.0667,0.9563,0.9996,6.8447,6.8617
10,150758,onpolicy,1500,0.0987,-0.0147,0.0533,0.1444,0.2906,0.014,0.9927,0.9999,20.6894,20.7
10,150758,ou,1500,0.1004,-0.0171,0.2174,0.2804,0.4274,0.0847,0.9315,0.9996,6.5382,6.5545
10,178335,onpolicy,1500,0.2423,-0.0331,0.0608,1.4878,0.7042,0.0267,0.9604,0.9996,17.8655,17.8867
10,178335,ou,1500,0.1174,-0.0336,0.2427,0.3504,0.3327,0.078,0.9045,0.9993,6.7486,6.7888
10,208008,onpolicy,1500,0.0436,-0.0055,0.052,0.1872,0.1623,0.034,0.9922,1.0,31.936,31.9387
10,208008,ou,1500,0.0908,-0.0303,0.1956,0.2834,0.3211,0.094,0.9122,0.9993,6.0605,6.0964
10,237347,onpolicy,1500,0.0656,-0.0112,0.0822,0.2357,0.2117,0.0153,0.9879,0.9999,20.8075,20.8139
10,237347,ou,1500,0.0864,-0.0207,0.1799,0.3359,0.413,0.0573,0.9233,0.9989,6.7025,6.7214
10,266661,onpolicy,1500,0.198,-0.0236,0.0996,0.4835,0.5907,0.0393,0.9735,0.9998,22.7491,22.7614
10,266661,ou,1500,0.0895,-0.0311,0.1805,0.3359,0.334,0.048,0.9283,0.9996,6.3726,6.3974
10,296271,onpolicy,1500,0.0963,-0.0083,0.1303,0.3216,0.3355,0.0387,0.9823,0.9999,18.5495,18.5554
10,296271,ou,1500,0.0894,-0.0263,0.2002,0.2611,0.3662,0.0653,0.9213,0.9996,6.3236,6.3393
10,325672,onpolicy,1500,0.1174,-0.0163,0.0966,0.4404,0.4009,0.0207,0.9897,0.9999,24.0071,24.0165
10,325672,ou,1500,0.0933,-0.0236,0.1785,0.355,0.3695,0.0553,0.9459,0.9995,5.998,6.0144
10,355030,onpolicy,1500,0.0927,-0.0092,0.0281,0.2956,0.4833,0.0147,0.9989,1.0,36.2524,36.2566
10,355030,ou,1500,0.0946,-0.031,0.1986,0.3704,0.3637,0.0193,0.953,0.9994,6.3571,6.3818
10,384719,onpolicy,1500,0.1792,-0.0181,0.0256,0.5477,0.7917,0.0313,0.981,1.0,39.4496,39.4571
10,384719,ou,1500,0.0967,-0.0416,0.2011,0.3713,0.4097,0.076,0.9373,0.9994,6.3959,6.4279
10,414408,onpolicy,1500,0.1656,-0.0162,0.0204,0.4777,0.7786,0.0227,0.976,1.0,40.7184,40.7251
10,414408,ou,1500,0.0989,-0.0346,0.2158,0.4478,0.3542,0.0493,0.9562,0.9996,6.4127,6.4391
10,441070,onpolicy,1500,0.1412,-0.0142,0.0189,0.5154,0.6445,0.016,0.9835,1.0,36.8818,36.8892
10,441070,ou,1500,0.0997,-0.037,0.2209,0.3183,0.4062,0.088,0.9304,0.9996,6.4217,6.4491
10,467395,onpolicy,1500,0.1476,-0.0153,0.0249,0.4154,0.6635,0.0147,0.9974,1.0,34.498,34.5057
10,467395,ou,1500,0.0821,-0.0292,0.1702,0.275,0.3249,0.0627,0.959,0.9996,6.3412,6.3689
10,494042,onpolicy,1500,0.1748,-0.0247,0.0322,0.4308,0.7515,0.0347,0.9768,1.0,35.6027,35.6174
10,494042,ou,1500,0.1026,-0.0343,0.2136,0.3684,0.3394,0.0813,0.9205,0.9994,6.049,6.0795
11,100000,onpolicy,1500,0.0949,-0.0343,0.1902,0.2914,0.3353,0.054,0.9773,0.9995,3.3271,3.3425
11,100000,ou,1500,1.144,-0.1009,0.3931,0.8388,0.6432,0.0907,0.9148,0.9994,7.424,7.1162
11,125589,onpolicy,1500,0.0321,-0.0053,0.0728,0.1119,0.2561,0.0433,0.9776,0.9996,2.3259,2.3192
11,125589,ou,1500,0.567,0.0394,0.5341,1.4216,0.5793,0.0627,0.927,0.9968,6.7847,6.769
11,152440,onpolicy,1500,0.0374,-0.0048,0.0737,0.1841,0.1918,0.03,0.9879,0.9993,2.812,2.8063
11,152440,ou,1500,0.3734,-0.0412,0.4221,1.0825,0.5208,0.0667,0.9436,0.9989,9.5388,9.4867
11,179515,onpolicy,1500,0.1272,0.0128,0.1431,0.8522,0.3818,0.0427,0.9439,0.9976,2.5645,2.5775
11,179515,ou,1500,0.5418,-0.0736,0.2186,1.0953,0.4212,0.0807,0.9303,0.9995,3.9801,3.8105
11,209031,onpolicy,1500,0.0634,-0.0019,0.0986,0.2717,0.3876,0.0593,0.9606,0.9995,4.7951,4.7964
11,209031,ou,1500,0.3726,-0.0276,0.1382,0.2679,0.423,0.0613,0.9707,0.9995,3.96,3.9374
11,238313,onpolicy,1500,0.1461,-0.0232,0.128,0.4467,0.4608,0.0467,0.9671,0.9998,18.514,18.533
11,238313,ou,1500,0.1022,-0.0118,0.1671,0.2737,0.2838,0.1027,0.9141,0.9993,3.8513,3.8638
11,267724,onpolicy,1500,0.0312,-0.0033,0.0692,0.1195,0.1471,0.038,0.9845,0.9999,10.8079,10.8111
11,267724,ou,1500,0.0723,-0.0213,0.1518,0.2054,0.3263,0.0547,0.9474,0.9998,4.1172,4.1349
11,296944,onpolicy,1500,0.0634,-0.0235,0.1349,0.2557,0.3399,0.0833,0.8844,0.9992,15.0292,15.064
11,296944,ou,1500,0.0745,-0.0245,0.1381,0.3441,0.3201,0.0447,0.965,0.9998,4.8943,4.9194
11,326464,onpolicy,1500,0.1504,-0.0249,0.1987,0.7616,0.5335,0.1107,0.9269,0.9997,22.7111,22.726
11,326464,ou,1500,0.0914,-0.0257,0.1576,0.3575,0.3433,0.068,0.9588,0.9997,5.5856,5.6108
11,355856,onpolicy,1500,1.1317,0.4851,3.0831,4.0333,3.1344,0.104,0.5565,0.9997,47.0041,46.0891
11,355856,ou,1500,0.0831,-0.0134,0.118,0.319,0.2989,0.066,0.9571,0.9996,5.9722,5.9882
11,385116,onpolicy,1500,0.0649,-0.0037,0.1374,0.2646,0.2351,0.03,0.9712,0.9999,15.5099,15.5062
11,385116,ou,1500,0.112,0.0024,0.2228,0.427,0.386,0.0873,0.9298,0.9989,5.0854,5.0869
11,414185,onpolicy,1500,0.0653,0.0142,0.1555,0.2137,0.2193,0.0353,0.9791,1.0,18.2696,18.2526
11,414185,ou,1500,0.1147,0.009,0.2588,0.41,0.4315,0.1187,0.8821,0.9989,4.8723,4.8767
11,439722,onpolicy,1500,0.0739,0.0135,0.1768,0.2782,0.2656,0.054,0.9686,0.9999,16.9517,16.9308
11,439722,ou,1500,0.1124,0.0035,0.2499,0.3549,0.4904,0.0907,0.8719,0.9989,5.0999,5.1037
11,466134,onpolicy,1500,0.0955,0.0256,0.2385,0.327,0.3398,0.0833,0.9476,0.9999,24.0769,24.0437
11,466134,ou,1500,0.1169,0.0111,0.2868,0.3823,0.5174,0.0753,0.8824,0.9987,5.5594,5.5504
11,492450,onpolicy,1500,0.1344,-0.0071,0.2175,0.6106,0.4112,0.0873,0.9514,0.9999,24.5179,24.5103
11,492450,ou,1500,0.1255,-0.0043,0.1938,0.5296,0.4338,0.0673,0.8957,0.9987,5.5686,5.5766
