arm,seed,stage,step,dataset,accel_corr,accel_nrmse,mass_rel_frob_err,coriolis_corr,coriolis_nrmse,gradV_combined_corr,gen_rmse,quad_corr
compliant,7,188000,178285,best_policy,0.9034945964813232,0.46251842986505287,0.37141372647235743,0.5728412789792947,0.9153987836815821,0.7469613099551717,41.622544247542045,0.3989349901676178
constraint,8,100000,100000,reference,0.2612321376800537,4.134029875140757,0.27857416533084056,0.07368097927427027,2.199808909076193,-0.325811019213684,80.55119838152608,0.43076634407043457
constraint,8,100000,100000,policy,0.9063702821731567,0.46333546148389126,0.28329651468500006,0.5285583057888905,1.4347734486397719,0.46085456149470144,308.7133579975823,0.6082935929298401
constraint,8,100000,100000,best_policy,0.9014362096786499,0.4532735417777528,0.2586190055933071,0.6538143685513285,0.8019925716729008,0.4392861381402448,218.7455591163666,0.557354211807251
compliant,8,100000,100000,reference,0.4565642774105072,1.5543225149219697,0.2531272495318016,-0.18210359909233803,2.6261029133118874,0.824926814049759,13.248511145303807,0.39937612414360046
compliant,8,100000,100000,policy,0.9591943621635437,0.3600998393383287,0.1844848851216095,0.5249434161665348,1.1396896343640581,0.7795248074025838,12.45274750474766,0.16861779987812042
compliant,8,100000,100000,best_policy,0.8764612674713135,0.5154792249736643,0.20702504656927695,0.41097679727371744,1.040955100657089,0.8611577866671248,54.11015945697831,0.259082555770874
constraint,8,188000,184536,reference,0.4761327803134918,1.968178211738389,0.43076433220520016,0.19685093004397658,1.7117556284381052,0.16484103353848012,16.363664068412596,0.08586205542087555
constraint,8,188000,184536,policy,0.9585357904434204,0.3356466043512248,0.3807418100229883,0.2049646529331418,1.4389448163676375,0.7960818000733906,25.058335909259846,-0.1750711053609848
constraint,8,188000,184536,best_policy,0.9041169881820679,0.4510614711886717,0.37521824490275363,0.5308026527389175,1.335762953884763,0.427262498756591,38.448618524615036,0.21426348388195038
compliant,8,188000,179153,reference,0.39941835403442383,2.0379929829581087,0.3975857917490772,-0.14920075791779805,2.1587937097345966,0.7774478912766474,11.078590600238314,0.8411844372749329
compliant,8,188000,179153,policy,0.890910804271698,0.49156232653210075,0.33076739452806087,0.4996741029380995,1.196598002846821,0.8566122524404266,40.44791143003261,0.06400375068187714
compliant,8,188000,179153,best_policy,0.8889954686164856,0.487099763150443,0.28457888504563195,0.6213039519446063,0.9348233864393111,0.8445553593951691,58.31503216775862,-0.19980812072753906
constraint,9,100000,100000,reference,0.17775611579418182,6.808985532373286,0.2809002017149425,0.22701889511498222,2.775666915827621,-0.343358032144955,13.451628793358598,-0.0537317730486393
constraint,9,100000,100000,policy,0.9176353216171265,0.41019325835681164,0.23988782275741768,0.7115897431409856,1.4571217955745612,0.5839356724287083,65.28567250834598,0.3933922350406647
constraint,9,100000,100000,best_policy,0.24611301720142365,1.3669907316759977,0.7799720150881612,-0.1470264377936611,7.088163769757927,-0.4909235647573593,146.73845621773754,0.11004317551851273
compliant,9,100000,100000,reference,0.42790931463241577,1.7477116730065538,0.24900053318841445,-0.3311312021861653,1.9500665712278176,0.33732162354686585,13.158768683284675,-0.7687463760375977
compliant,9,100000,100000,policy,0.9471040368080139,0.3386267911793325,0.3349512221007126,0.2917533082184745,1.2355970392914255,0.5235348548367736,18.236417939124646,0.4975843131542206
compliant,9,100000,100000,best_policy,0.9365828633308411,0.4039359835231502,0.2921609150034959,0.3775320489922465,1.1741348710723811,0.7036942854250632,43.70042379801422,-0.0617474764585495
constraint,9,188000,185649,reference,0.25985777378082275,4.452107728834374,0.3125230282236786,0.563778459993694,1.568049650297987,-0.2800797132679404,16.809599295315287,-0.03305825591087341
constraint,9,188000,185649,policy,0.9421491622924805,0.35689624070237397,0.27266668953102313,0.7970547735647507,0.6891079779545584,0.4222871415229658,23.095460211193892,0.22027860581874847
constraint,9,188000,185649,best_policy,0.9798398613929749,0.20763351890018694,0.5177106975040082,-0.3111580679511178,1.3035597979480018,0.5346323605498067,21.814808667108004,0.03344625607132912
compliant,9,188000,181485,reference,0.5812156796455383,1.1565305736330382,0.1927577251400006,-0.03097451292457821,1.7529680684097078,0.6933084337790681,13.620393683560087,0.7356356382369995
compliant,9,188000,181485,policy,0.88717120885849,0.4886144098323059,0.28209557927028617,0.06837875117454188,2.0880422925973,0.8425155136443219,31.643480125035154,0.02662540413439274
compliant,9,188000,181485,best_policy,0.9309130311012268,0.40265399963936954,0.2228530949606268,0.5863613336532006,0.9870166760516166,0.7918418252998708,41.05048450392527,0.017988277599215508
constraint,11,100000,100000,reference,0.3455429971218109,3.3351196268770553,0.6905119856990338,0.8839078218654514,0.46728981845019185,0.9390908030046599,15.346429197267208,0.6217094659805298
constraint,11,100000,100000,policy,0.9397786259651184,0.38209484666777854,0.7037373040286206,0.9613166552454749,0.36761786626438153,0.9680641428672997,4.613447014996187,0.7562886476516724
constraint,11,100000,100000,best_policy,0.9362692832946777,0.40309836217250616,0.7109016818682303,0.9533008272029755,0.40956451449865666,0.9599323126671848,11.356353601819107,0.5771925449371338
compliant,11,100000,100000,reference,0.5183454751968384,1.2797782091900025,0.2923784202588052,0.11157209832923225,1.9176408893210648,0.2640219629324958,13.110968720104669,0.2945900559425354
