rollout/acrobot_xk_applied_torque,rollout/acrobot_xk_elbow_norm,rollout/acrobot_xk_elbow_rate_norm,rollout/acrobot_xk_energy_error_norm,rollout/acrobot_xk_homoclinic_capture,rollout/acrobot_xk_lyapunov,rollout/acrobot_xk_lyapunov_rate,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/actor_loss,train/alpha,train/critic_loss,train/fraction,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,eval/best_strict_capture_mean_max_duration,eval/best_strict_capture_success_rate,eval/mean_ep_length,eval/mean_reward,eval/std_reward,eval/strict_capture_mean_max_duration,eval/strict_capture_success_rate
-0.21723398400296,0.009112458859480123,-0.0096584445744355,-0.991155684320137,0.0,1187.0570036036215,64.67660310150896,2124,0,2000,0.0003,,,,,,,,,,,,,,
-0.0049138985876926,-0.03257785591983317,0.0786462409935898,-0.9860113115132314,0.0,1193.9789159725863,-19.38344097020341,2147,1,4000,0.0003,,,,,,,,,,,,,,
-0.009895853701746163,0.005749312153009708,0.018427733352133505,-0.9834910742705385,0.0,1198.1209488821555,40.537331874402376,2162,2,6000,0.0003,,,,,,,,,,,,,,
-0.2357622986589017,-0.01998034027440858,-0.028275593599364452,-0.9771896714828486,0.0,1219.4029746164945,40.85467385584366,2168,3,8000,0.0003,,,,,,,,,,,,,,
0.0006334198852529127,-0.03827739378801219,-0.008815291796587727,-0.9737201181085273,0.0,1225.2523821370187,176.61824197996583,1458,6,10000,0.0003,-0.05588047578930855,0.05000000074505806,718497.0,4.820573329925537,1,,,,,,,,,
17.665799223780592,0.12988099066429287,1.6332355881875407,-0.3123874177372555,0.0,2129.9625231646205,19367.805306891914,167,71,12000,0.0003,-468637.6875,0.05000000074505806,4647794688.0,292385.53125,2001,11622.0,6853935.911222,,,,,,,
20.0,0.08408426787808862,2.0266360450507785,0.11026743958646758,0.0,2538.1473096144846,22207.397070369698,100,139,14000,0.0003,-3115812.0,0.05000000074505806,215091494912.0,1886791.375,4001,6448.5,3704537.2369705,,,,,,,
20.0,0.06322759116166972,2.1728961786082723,-0.01734561559674052,0.0,3236.2406057847247,37894.98950693188,77,206,16000,0.0003,-10019744.0,0.05000000074505806,1844823719936.0,3095934.75,6001,3880.75,2145588.71615225,,,,,,,
20.0,0.057357909626689525,2.002078551297795,0.135922167922605,0.0,2514.8375144750435,23235.762882291663,65,273,18000,0.0003,-20530032.0,0.05000000074505806,10614332194816.0,10516306.0,8001,3366.8,1833387.0160774,,,,,,,
20.0,0.09593746855466517,2.1905971544576586,-0.01966103478826647,0.0,3238.6119815300817,37911.490606683576,58,340,20000,0.0003,-42870336.0,0.05000000074505806,40919566909440.0,19765472.0,10001,2778.1428571428573,1476526.7414844285,,,,,,,
20.0,0.008890247642733834,2.1001127277519216,0.18551808924794028,0.0,2794.8316104794926,28119.164843519233,53,407,22000,0.0003,-65555188.0,0.05000000074505806,91772713697280.0,30148664.0,12001,2593.75,1363941.398631125,,,,,,,
20.0,0.14503262256837862,2.085530538928726,-0.08958832237333932,0.0,2932.8840327304047,31757.36635923391,50,474,24000,0.0003,-101998544.0,0.05000000074505806,232666012057600.0,44122728.0,14001,2336.3,1207315.1474266,,,,,,,
