schema_version,seed,start,damping,torque_limit,k_v,k_d,k_p,kp_floor,kp_boundary,kd_floor,regime,n_unstable,escape_time_constant,t_max,dt,physics_dt,tube_energy,tube_angle,tube_rate,dwell_seconds,lqr_threshold,duration,captured,capture_time,retention,error_rms,error_rms_energy,error_rms_angle,error_rms_rate,orbit_distance_rms,orbit_distance_final,control_effort,saturation,lqr_time,lqr_residual_min,min_abs_energy_error,final_abs_energy_error,peak_shoulder_rate,peak_commanded_torque
1,20010,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,11.542000000002615,1.0,0.020640048327504056,0.01937863321181823,0.005435014636312406,0.0045761103250018245,0.026887461400100263,0.0034927032274442286,229.0939744691996,0.0,inf,0.14816509239567008,0.2612549231965602,0.2614223259683577,7.309237957000732,19.512863194646627
1,20011,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,6.793999999998954,1.0,0.008244631294536604,0.007725748851586702,0.0016321249723063773,0.002371269267677751,0.015643861829755877,0.006635158632920155,236.46707502674877,0.0,54.590500000078634,0.013479353535858697,0.00013196404505322334,0.03954428122443687,6.378546237945557,19.50218441526596
1,20012,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,7.164499999998749,1.0,0.012071203664944805,0.01137533817144117,0.0030191120488532682,0.0026833937173660004,0.019736370764548077,0.002649459023910262,226.93377899966754,0.0,inf,0.13037889455198826,0.2015659288014433,0.20207839035450803,6.949706077575684,19.689605325939215
1,20013,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,7.079999999998796,1.0,0.00924204916614607,0.00870539687058999,0.0016014074826529372,0.002658389021472672,0.01668322436736387,0.0027414312012305885,238.75832094078172,0.0,60.06150000010476,0.016275896328780726,0.00041153946051508683,0.047743387951744154,5.934307098388672,19.361318806831378
1,20014,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,15.324500000007237,1.0,0.020988828827100757,0.019717212475351444,0.0054096024551447755,0.00474327618977355,0.02776015167678036,0.013726768879571933,240.30019014838717,0.0,inf,0.15351409877725442,0.2698867691648772,0.2698867691648772,7.411881446838379,16.406562584037523
1,20015,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,15.213000000007101,1.0,0.02095696792849549,0.01968334506612336,0.005412172779079962,0.004740128434261193,0.027701283938618353,0.011365958329894552,239.62632341541658,0.0,inf,0.15329914465872357,0.26949785003919047,0.26949785003919047,7.409293174743652,16.414603566506777
1,20016,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,7.158499999998752,1.0,0.012151086900031942,0.011449499380498931,0.0030458179965284792,0.0026983086406313197,0.019808387714500286,0.003332609588421854,225.03754994613556,0.0,inf,0.13067006574246268,0.20148316347298234,0.20148316347298234,6.993492126464844,19.694095233142875
1,20017,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,15.489000000007438,1.0,0.021032072320219447,0.019761923249977165,0.005424749585882582,0.004731442430741384,0.027797957600679706,0.017896584911535854,241.16476756326426,0.0,inf,0.15384344022126667,0.2705688717041177,0.2705688717041177,7.415610313415527,16.39069957958655
1,20018,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,15.966500000008022,1.0,0.02106586992822869,0.019786398951430747,0.005516036518745744,0.004673610327330838,0.027302302581316065,0.031043279353125328,243.03369179985583,0.0,inf,0.154506570542782,0.27232742665083975,0.27232742665083975,7.423464298248291,16.344700561584332
1,20019,release,0.0,64.0,66.3,35.8,61.2,61.140962938182525,288.12000000000006,35.74057524497661,prop4_fast,3,0.5168600931637846,120.0,0.0005,0.0005,0.05,0.025,0.05,1.0,0.04,120.00000000039095,True,16.547000000006786,1.0,0.021217738735996295,0.019899923601442573,0.005654058970433197,0.004713501340257601,0.02759323943315746,0.023540315587884598,249.47162862609358,0.0,inf,0.15215706082789626,0.2754134031986233,0.2754136263247666,7.427110195159912,18.470608569089297
