rollout/acrobot_xk_applied_torque,rollout/acrobot_xk_elbow_norm,rollout/acrobot_xk_elbow_rate_norm,rollout/acrobot_xk_energy_error_norm,rollout/acrobot_xk_homoclinic_capture,rollout/acrobot_xk_lyapunov,rollout/acrobot_xk_lyapunov_rate,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/actor_loss,train/alpha,train/alpha_loss,train/critic_loss,train/fraction,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,eval/best_strict_capture_mean_max_duration,eval/best_strict_capture_success_rate,eval/mean_ep_length,eval/mean_reward,eval/std_reward,eval/strict_capture_mean_max_duration,eval/strict_capture_success_rate
0.809295010339469,0.15562502694765915,-0.2507147040011653,-0.8739474543619599,0.0,1279.1293545556255,132.5911456265578,2124,0,2000,0.0003,,,,,,,,,,,,,,,
0.27880451820418256,-0.10676856887199422,0.4525165651095098,-0.864219882266555,0.0,1113.6098263107501,-6.573688725098875,2142,1,4000,0.0003,,,,,,,,,,,,,,,
-0.9587142531769325,-0.24125310752208318,-0.1815420953271331,-0.7799541217090874,0.0,1200.1999427486764,1504.627500195945,2147,2,6000,0.0003,,,,,,,,,,,,,,,
0.046332280604168656,0.28551243342388377,-0.3308468544583964,-0.7296496277354181,0.0,1300.9101535483057,-1119.301746834842,2154,3,8000,0.0003,,,,,,,,,,,,,,,
0.9425471715582547,-0.43410637476768194,0.6215980843845667,-0.7101193530818238,0.0,1285.990164265822,130.22882638123914,1412,7,10000,0.0003,0.3625905513763428,1.0,-0.0,718106.0625,88.73199462890625,1,,,,,,,,,
2.669116897583012,0.7196308713405398,0.32520662368475595,-0.6465735845284655,0.0,801.0877608848875,-626.6756360081589,159,75,12000,0.0003,14212.708984375,1.5256797075271606,-0.2023131251335144,98315.96875,1440.8072509765625,2001,,,,,,,,,
1.5870338573455804,0.5852897570313358,-0.4626174742520103,-0.4769770489669836,0.0,470.1281674266862,-139.6160572287612,96,145,14000,0.0003,31986.345703125,2.2596418857574463,-0.7202408313751221,74900.3125,1998.8319091796875,4001,,,,,,,,,
5.284559942245478,0.14050979354239596,-0.07805251999070623,-0.6205164545423625,0.0,490.6517639392867,7.245355555600193,74,215,16000,0.0003,45997.546875,3.754181385040283,-0.7952834963798523,71806.203125,1448.854736328125,6001,,,,,,,,,
5.26111275291443,0.1633428764549008,-0.022775078663268816,-0.616355699769854,0.0,478.7984923634514,57.9729102394765,63,285,18000,0.0003,55243.8203125,6.104384422302246,-0.5894165635108948,109427.9765625,1331.9031982421875,8001,,,,,,,,,
-3.958109241485598,-0.19598206316852143,-0.2830928218416108,-0.583946940529437,0.0,479.8832059253786,-85.71235843740114,56,354,20000,0.0003,58859.2109375,9.71578598022461,-0.28231292963027954,151085.5625,1491.662109375,10001,,,,,,,,,
-3.11246144866944,-0.11155468149698597,0.15027814700479183,-0.6573067061319954,0.0,557.8932531291836,284.1851979831967,51,424,22000,0.0003,61881.98828125,11.060298919677734,0.36510133743286133,140967.9375,1381.974853515625,12001,,,,,,,,,
-7.977464599609376,-0.3956513046454387,-0.22564796468815235,-0.6211477088967547,0.0,592.9857853356436,-67.20044440770842,48,494,24000,0.0003,64950.0859375,10.419581413269043,-0.12869492173194885,192435.71875,1654.9554443359375,14001,,,,,,,,,
-3.8921882762908897,-0.1398070241149429,0.196241169510654,-0.7366624222199547,0.0,739.1382963441685,137.7833846394847,46,564,26000,0.0003,64964.2421875,13.447638511657715,-0.2016664445400238,162537.375,1467.35302734375,16001,,,,,,,,,
2.271107982635497,-0.042352833746995965,0.3237229455819129,-0.722870350620425,0.0,726.1968410346666,180.4836518323584,44,634,28000,0.0003,64936.0546875,12.9215726852417,-0.09943754971027374,273385.25,1923.3250732421875,18001,,,,,,,,,
5.010923604965214,0.30599919410661425,-0.24691223447395458,-0.5923932191473742,0.0,575.2024413546276,-223.78800553614394,42,704,30000,0.0003,65800.2734375,12.201382637023926,-0.3061100244522095,209484.109375,2269.683837890625,20001,,,,,,,,,
