arm,update,split,label_rmse,initial_label_rmse,label_drift_rms,interior_label_rmse,boundary_label_rmse,reset_label_rmse,rollout_label_rmse,boundary_value_rmse,hjb_rms,target_gap_rms,value_abs_max,eta_abs_mean,eta_abs_max,state_gradient_norm_mean,state_gradient_norm_max,saturation_fraction,terminal_fraction
fixed,0,train,20.199677034298716,20.199677034298716,0.0,0.2150270263896083,457.0406684952504,0.0019690023877084284,28.56665714960327,457.0406684952504,10.751351556218218,0.0,0.015572898089885712,5.02018810948357e-05,0.00024432610371150076,0.003152671502903104,0.011453250423073769,0.0,0.001953125
fixed,0,heldout,30.29841934037887,30.29841934037887,0.0,0.199956326556959,457.04006959811903,0.00196593423332441,42.84843550453145,457.04006959811903,9.997816561929094,0.0,0.0164005346596241,4.750863809022121e-05,0.00024540588492527604,0.002904413500800729,0.012099849060177803,0.0,0.00439453125
moving,0,train,20.199677034298716,20.199677034298716,0.0,0.2150270263896083,457.0406684952504,0.0019690023877084284,28.56665714960327,457.0406684952504,10.751351556218218,0.0,0.015572898089885712,5.02018810948357e-05,0.00024432610371150076,0.003152671502903104,0.011453250423073769,0.0,0.001953125
moving,0,heldout,30.29841934037887,30.29841934037887,0.0,0.199956326556959,457.04006959811903,0.00196593423332441,42.84843550453145,457.04006959811903,9.997816561929094,0.0,0.0164005346596241,4.750863809022121e-05,0.00024540588492527604,0.002904413500800729,0.012099849060177803,0.0,0.00439453125
fixed,1000,train,19.91754039534869,19.91754039534869,0.0,1.1061952110997546,449.9882380864548,0.05814206311435868,28.16759574939243,449.9882380864548,18.351278601432185,1.2835652560050532,7.615922927856445,0.009620733559131622,0.07859720289707184,1.249061107635498,6.84963321685791,0.0,0.001953125
fixed,1000,heldout,29.872410636046578,29.872410636046578,0.0,1.0831808184223228,450.3286255768808,0.058227598233333906,42.24592813472064,450.3286255768808,16.314222841884437,1.2818137000499141,7.536389350891113,0.010181321762502193,0.08326549082994461,1.1185466051101685,6.912236213684082,0.0,0.00439453125
moving,1000,train,19.68921772314337,20.049926760375513,3.669659634702945,0.19088019386302763,445.4952439671231,0.013883816190970554,27.84475527524589,445.4952439671231,18.275662541868517,0.4371675262631594,11.718193054199219,0.017754139378666878,0.15631785988807678,2.526979923248291,11.982060432434082,0.0,0.001953125
moving,1000,heldout,29.561840806408213,29.767792075801882,3.391145889450465,0.18833801062807803,445.9297222491391,0.013856029504650674,41.806753900982194,445.9297222491391,16.83691542060212,0.4025671898749397,11.721590042114258,0.017501328140497208,0.16438354551792145,2.280764102935791,11.78880786895752,0.0,0.00439453125
fixed,2000,train,19.618079970863185,19.618079970863185,0.0,1.4206134755479207,442.7433666583156,0.0462050692180175,27.74411628756528,442.7433666583156,34.67885081623002,1.6442522721345363,15.144978523254395,0.028056886047124863,0.2659739851951599,1.8128162622451782,31.05939292907715,0.007080078125,0.001953125
fixed,2000,heldout,29.453562773867937,29.453562773867937,0.0,1.3410736714104476,443.8465970708704,0.04625522706146419,41.65360225241423,443.8465970708704,31.044566380762827,1.6833755527616074,15.107545852661133,0.033470552414655685,0.2904992699623108,1.6424320936203003,27.250368118286133,0.01123046875,0.00439453125
