rollout/acrobot_xk_applied_torque,rollout/acrobot_xk_elbow_norm,rollout/acrobot_xk_elbow_rate_norm,rollout/acrobot_xk_energy_error_norm,rollout/acrobot_xk_homoclinic_capture,rollout/acrobot_xk_lyapunov,rollout/acrobot_xk_lyapunov_rate,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/actor_loss,train/alpha,train/alpha_loss,train/critic_loss,train/fraction,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,eval/best_strict_capture_mean_max_duration,eval/best_strict_capture_success_rate,eval/mean_ep_length,eval/mean_reward,eval/std_reward,eval/strict_capture_mean_max_duration,eval/strict_capture_success_rate
-0.043434168031563254,0.025083762206939513,-0.12367192780202467,-0.9666819712872258,0.0,1178.992703126436,11.812855509736556,2166,0,2000,0.0003,,,,,,,,,,,,,,,
-0.22709800355078202,-0.03541809056807101,0.04985064705988795,-0.9559915465386374,0.0,1173.9704228917974,97.2101078914028,2174,1,4000,0.0003,,,,,,,,,,,,,,,
0.11313019442255615,0.06435111471706324,0.17216946636549857,-0.9467160617587862,0.0,1181.0932821516062,98.49299962332852,2179,2,6000,0.0003,,,,,,,,,,,,,,,
-0.10788264802191463,-0.043039979195436416,0.07371335254339836,-0.9201222792356392,0.0,1217.3785005194898,-242.15892647439884,2179,3,8000,0.0003,,,,,,,,,,,,,,,
0.1474166343062098,-0.08232561910636056,-0.11328239962272349,-0.9208027196785744,0.0,1241.0700900802913,484.5870227499278,1552,6,10000,0.0003,0.08120414614677429,1.0,-0.0,2918544.5,124.9706802368164,1,,,,,,,,,
1.590433661937713,0.20151178144843354,0.03322580857788586,-0.9523570907427493,0.0,1132.151564792009,-306.3773296299391,173,69,12000,0.0003,32152.298828125,1.5077917575836182,-0.2920627295970917,93303.15625,1156.92431640625,2001,,,,,,,,,
-3.1761714893579485,-0.19770497594866598,-0.3342990704546698,-0.9193158518668527,0.0,1097.2754490338423,-198.92208643005478,104,134,14000,0.0003,91333.1796875,2.244209051132202,-0.676154613494873,69631.328125,1346.3642578125,4001,,,,,,,,,
-6.624257591366769,-0.4143347192879925,-0.06231943295329398,-0.8661328021391189,0.0,956.7421600607134,-42.609555808125954,80,198,16000,0.0003,132229.75,3.439640522003174,-0.8314824104309082,107224.8671875,2210.355712890625,6001,,,,,,,,,
-9.4168263065815,-0.5621211130787351,-0.12995403000062364,-0.7803642493395287,0.0,838.1961163878619,-162.88802882551596,68,263,18000,0.0003,146192.515625,7.136137008666992,-3.124089002609253,500641.6875,4555.1572265625,8001,,,,,,,,,
-8.693126410245906,-0.5564563987444536,0.0210770458428951,-0.7819955551320619,0.0,838.8673873511045,36.83307854955052,60,328,20000,0.0003,149127.0,12.412983894348145,-2.0300533771514893,771607.5,3627.616943359375,10001,,,,,,,,,
-15.065805882811546,-0.42319152957076045,-0.4250005476386196,-0.5445004757362149,0.0,696.758622451944,-64.25590811675279,55,393,22000,0.0003,150807.5625,19.048582077026367,-1.8793219327926636,1007042.625,6513.57666015625,12001,,,,,,,,,
-3.7857801097631496,0.13608694954555808,-0.5761041018361124,-0.5585253618490768,0.0,1278.6162670510214,1697.8656512328168,52,458,24000,0.0003,157747.359375,29.60209846496582,-1.0634872913360596,2525646.25,11165.505859375,14001,22819.0,-64283055.160883,,,,,,,
-1.1410573655366898,-0.08579750674764852,-0.03415395133477413,-0.9770304780260963,0.0,1164.6949054032827,1.7551797202255153,49,523,26000,0.0003,172167.25,44.557865142822266,-2.1063499450683594,7091362.0,13080.982421875,16001,22819.0,-64283055.160883,,,,,,,
-1.1724211502075197,-0.0743874184713824,0.10606642625870413,-0.9794137908546994,0.0,1163.5385953966509,50.9979642111123,47,590,28000,0.0003,179282.390625,89.3488998413086,-2.9506564140319824,30298856.0,20105.203125,18001,22819.0,-64283055.160883,,,,,,,
7.440471289157869,0.307753061687994,0.43895112512593176,-0.8951278607156501,0.0,1094.5608103834659,-362.45274761878426,45,656,30000,0.0003,179660.34375,171.6819610595703,-2.890408515930176,59770536.0,27923.892578125,20001,22819.0,-64283055.160883,,,,,,,
10.540813337564439,0.0014389092534222488,0.9994510793910366,-0.4164451231083743,0.0,1533.1022815194221,7571.628939056823,44,721,32000,0.0003,217747.96875,215.41229248046875,0.6690472364425659,170750480.0,49004.40625,22001,15584.0,-57296345.730733,,,,,,,
3.2573600733280172,0.1833613890659172,0.010359191106724062,-0.9677076729564001,0.0,1140.9698405110037,8.933736565191978,43,787,34000,0.0003,213859.203125,289.3462219238281,-1.547900676727295,328808256.0,148959.671875,24001,15584.0,-57296345.730733,,,,,,,
1.7007271820306766,0.07792965952316235,-0.053713164977505765,-0.9871682060142476,0.0,1175.8566794572198,15.775399083844176,42,852,36000,0.0003,203459.890625,502.9800720214844,-1.1167995929718018,570425856.0,176994.5,26001,15584.0,-57296345.730733,,,,,,,
1.3934196883440035,0.09223703989778366,0.013564749352118894,-0.9875819028184868,0.0,1173.7150708887275,3.0446859120058027,41,917,38000,0.0003,201577.171875,722.6260986328125,-0.3121677339076996,11998006870016.0,109585.578125,28001,15584.0,-57296345.730733,,,,,,,
1.6092606598138812,0.06868567336720269,-0.028943153578433176,-0.9903847612058653,0.0,1179.4369291757941,14.343589670458668,40,982,40000,0.0003,159375.03125,1003.8651733398438,-0.23236429691314697,1200135552.0,155267.15625,30001,15584.0,-57296345.730733,,,,,,,
1.203211915493012,0.0712186379101769,0.032762800394249156,-0.9906657422495343,0.0,1180.3081508206797,-0.8289293538248161,40,1047,42000,0.0003,172947.828125,1314.9630126953125,-0.6044159531593323,2131581184.0,131018.921875,32001,15584.0,-57296345.730733,,,,,,,
1.8530752336978908,0.10877572874461146,0.0027195537834967536,-0.9875968461745833,0.0,1174.6271885996491,3.674479487505436,39,1112,44000,0.0003,127905.375,1566.66015625,0.76193767786026,2995744256.0,148514.3125,34001,15584.0,-57296345.730733,,,,,,,
2.049360358715059,0.09474464949715719,-0.0062415843248360275,-0.9895821041807603,0.0,1178.412417344285,6.491672521451149,39,1177,46000,0.0003,132701.71875,1251.927490234375,-0.2991814613342285,1494725120.0,133705.59375,36001,15584.0,-57296345.730733,,,,,,,
1.7708254802227024,0.10982834445832376,0.017197105799734068,-0.987925766563497,0.0,1175.541073287618,0.4408701339658791,38,1241,48000,0.0003,90976.28125,710.2876586914062,1.2024750709533691,2966684672.0,399787.8125,38001,15584.0,-57296345.730733,,,,,,,
1.4382689708471283,0.07940176509017091,-0.06809692423744725,-0.9907052319829532,0.0,1183.1838138211342,24.85001092226347,38,1306,50000,0.0003,96324.3828125,399.16815185546875,1.3285852670669556,1459345920.0,309595.78125,40001,15584.0,-57296345.730733,,,,,,,
1.111752981543542,0.043597480202364786,0.04043671864707537,-0.9941986244713754,0.0,1188.1751602955758,0.8126515835869381,37,1370,52000,0.0003,71049.4921875,227.83534240722656,1.2370400428771973,618244352.0,109744.8046875,42001,15584.0,-57296345.730733,,,,,,,
