arm,update,split,label_rmse,initial_label_rmse,label_drift_rms,interior_label_rmse,boundary_label_rmse,reset_label_rmse,rollout_label_rmse,boundary_value_rmse,hjb_rms,target_gap_rms,value_abs_max,eta_abs_mean,eta_abs_max,eta_abs_p50,eta_abs_p90,eta_abs_p99,state_gradient_norm_mean,state_gradient_norm_max,saturation_fraction,terminal_fraction
moving_labels,900,heldout,0.2376040552526765,1.251126292031407,1.2207421064668904,0.04277830948393228,3.9979682387370943,5.0260722297152383e-05,0.33602287365430006,3.9979682387370943,8.497204562531776,0.15846429037274262,7.887371063232422,0.001083613489754498,0.020576735958456993,0.00024715298786759377,0.0035625826567411423,0.009087388403713703,0.5577609539031982,6.980948448181152,0.0224609375,0.00341796875
online,900,train,0.19858290724012473,1.3018178704780141,1.2333676136740142,0.06817447633666354,3.0828445221918335,7.770021341135572e-05,0.2808386299257223,3.0828445221918335,7.740335992982367,0.19111320043302135,7.752111911773682,0.0009245775872841477,0.014914466068148613,0.00023677729768678546,0.0030496586114168167,0.008931226097047329,0.5501075387001038,6.113011837005615,0.01416015625,0.003662109375
online,900,heldout,0.2486190173267612,1.234709936991044,1.1692825138291871,0.052754204938651114,4.156056922152749,7.668777624064002e-05,0.35160037780416814,4.156056922152749,7.888341285394755,0.18127602465561685,7.523380756378174,0.0009280819213017821,0.017828095704317093,0.00025232351617887616,0.0030998263973742723,0.0073139662854373455,0.5274184346199036,6.1859235763549805,0.00830078125,0.00341796875
fixed_labels,1000,train,0.5328946582865824,0.5328946582865824,0.0,0.23874147819688432,7.8763860643670585,0.00011832177937473372,0.7536268437766157,7.8763860643670585,4.050423942516904,0.2784713492429078,2.85392427444458,0.0006303907721303403,0.02531101182103157,9.333659545518458e-05,0.0010282504372298717,0.01347387209534645,0.20697367191314697,6.024860382080078,0.0244140625,0.003662109375
fixed_labels,1000,heldout,0.5376494882085203,0.5376494882085203,0.0,0.22456254423161504,8.358784298784764,0.00011916127892688618,0.7603511886900403,8.358784298784764,4.044220742547824,0.2516237736339384,2.627908229827881,0.000531981058884412,0.022440459579229355,9.349863830721006e-05,0.0010062925284728408,0.012096266262233257,0.19608356058597565,6.008546352386475,0.01611328125,0.00341796875
moving_labels,1000,train,0.13850041467329413,1.492274811660982,1.4640285825586978,0.04970361040317507,2.136805475117908,8.256851036133724e-05,0.19586914742192033,2.136805475117908,9.091453883242202,0.1838632272691637,8.954644203186035,0.0014601345174014568,0.014851553365588188,0.0002845220151357353,0.005510800518095493,0.011116339825093746,0.6626085638999939,7.568150043487549,0.06005859375,0.003662109375
moving_labels,1000,heldout,0.1985108136336705,1.4243948478776882,1.399831118757878,0.03941746960403103,3.328093046774921,8.154992539334572e-05,0.28073667307392064,3.328093046774921,9.309053776929304,0.17839732094763483,8.748845100402832,0.0014263855991885066,0.021111715584993362,0.00029540155082941055,0.004833577666431665,0.011711501516401768,0.6344165802001953,7.621857166290283,0.0556640625,0.00341796875
online,1000,train,0.15935934545645916,1.443790938153297,1.4044912981244801,0.05081497058239953,2.4964209371353916,0.00010282589986990417,0.22536812417788035,2.4964209371353916,8.239552582813161,0.1788154453605138,8.399270057678223,0.0011513936333358288,0.013565519824624062,0.0002901313710026443,0.004131385125219822,0.009220019914209843,0.6109657287597656,6.414239883422852,0.016357421875,0.003662109375
online,1000,heldout,0.21460598902655148,1.3700729677250418,1.334524878974842,0.038056391007749164,3.6127982522367112,0.00010150559417693164,0.30349868327349133,3.6127982522367112,8.38875060670655,0.17137687804172916,8.168082237243652,0.001158597762696445,0.01750928908586502,0.00030461474671028554,0.004104701802134514,0.008213615044951439,0.5857419967651367,6.461404323577881,0.013671875,0.00341796875
fixed_labels,1100,train,0.5267715366085148,0.5267715366085148,0.0,0.22665905960578342,7.861014529162784,9.616484962113779e-05,0.7449674451371103,7.861014529162784,4.404128561960174,0.2693195125488664,2.958146095275879,0.0006101511535234749,0.02840077318251133,8.107330359052867e-05,0.000971500645391643,0.014606441371142864,0.2097780406475067,7.094343185424805,0.022705078125,0.003662109375
fixed_labels,1100,heldout,0.5337076889583708,0.5337076889583708,0.0,0.21172908671275079,8.382497853109758,9.677879263065126e-05,0.7547766458631556,8.382497853109758,4.387246494654389,0.23983183402381736,2.6945724487304688,0.0005079004331491888,0.02589508518576622,8.217562572099268e-05,0.0009518566075712442,0.012335715815424919,0.1979544758796692,7.095538139343262,0.01416015625,0.00341796875
moving_labels,1100,train,0.1076904638990866,1.6611365729890524,1.6477129095488707,0.04594522813382395,1.610122866543553,0.0001129425875424447,0.15229727270562946,1.610122866543553,9.533917590973145,0.18400798264689217,9.538442611694336,0.0018324583070352674,0.019296864047646523,0.00034887081710621715,0.00689560454338789,0.013727867975831032,0.7235655188560486,7.846264362335205,0.088623046875,0.003662109375
moving_labels,1100,heldout,0.16812828958713724,1.585824184919903,1.5789689300515992,0.036705849571799606,2.806655011696535,0.00011167224152573544,0.2377692811283725,2.806655011696535,9.74317252128206,0.1785209785443661,9.351062774658203,0.00179219467099756,0.023940052837133408,0.0003583969664759934,0.0063782380893826485,0.014228647574782372,0.6928039789199829,7.947165012359619,0.08154296875,0.00341796875
online,1100,train,0.12960111125320323,1.60387207525978,1.5781045024065166,0.046476253064277315,1.999718636180691,0.00019942558145497416,0.1832835407382992,1.999718636180691,8.452402543905897,0.18375680176920112,8.91270923614502,0.0014535996597260237,0.01730508916079998,0.0003772476629819721,0.005227847024798393,0.00988432951271534,0.6739358901977539,6.3612260818481445,0.030517578125,0.003662109375
online,1100,heldout,0.18513982236281448,1.5237806615130192,1.5027885346853185,0.036660811897716916,3.1042748625163914,0.00019674753332702492,0.2618271737988193,3.1042748625163914,8.58177712030677,0.17785521161138212,8.685873031616211,0.0014713918790221214,0.02102747932076454,0.00038863345980644226,0.005277256015688181,0.00943406019359827,0.6462152600288391,6.475355625152588,0.03369140625,0.00341796875
