return,distance_m,duration_s,mean_speed_mps,work_pos_J,work_neg_J,work_net_J,work_abs_J,mean_power_W,mean_abs_power_W,control_cost,cost_of_transport,cost_of_transport_net,return_per_joule,return_per_joule_abs,gait_detected,autocorr_peak,stride_cv,poincare_dispersion,limb_plv,stride_freq_hz,stride_period_s,spectral_entropy_mean,peak_power_frac_mean,band_power_frac_mean,n_strides
616.8482273976501,61.85450020776502,10.0,6.185450020776502,24825.801328699596,-1700.8321922579364,23124.969136441658,26526.63352095753,2312.496913644166,2652.663352095753,36.37127025595448,2.922368179861911,2.722154788474084,0.024847062104075952,0.023253920513898057,1.0,0.6306627825302517,0.17633261184196364,1.864927734020976,0.815077361796794,3.030303030303095,0.299137917191848,0.7559136430205665,0.8200380888454932,0.976462427485125,26
616.3367509708204,61.67679166367548,10.0,6.167679166367548,24541.37830932131,-1733.2811658394899,22808.097143481817,26274.6594751608,2280.809714348182,2627.4659475160797,36.58439235988047,2.8972110496717782,2.6925900506975347,0.02511418646509855,0.023457459136758174,1.0,0.5637472914272446,0.19497723897958735,1.6547411360505297,0.7864280089881427,3.030303030303095,0.29651366881008534,0.773830634094798,0.8128082881070517,0.9773378692324582,26
584.8818324186057,58.49931974377494,10.0,5.849931974377494,23823.967226540422,-1685.889819125941,22138.077407414487,25509.857045666366,2213.8077407414485,2550.9857045666367,35.93107598986422,2.9652835202516794,2.7554468775935637,0.024550144266779986,0.022927679734605407,1.0,0.6687775131263599,0.24515693888933804,2.16124091030908,0.7604988527886475,4.040404040404127,0.2788265116399768,0.772427125443968,0.7878434607439331,0.9748139555711095,28
576.6216673732436,57.82089785281176,10.0,5.782089785281176,23528.3384585901,-1701.0246999808264,21827.31375860927,25229.36315857093,2182.731375860927,2522.936315857093,35.66712515765532,2.962848087386438,2.7486435107306963,0.024507538787241535,0.022855181232640562,1.0,0.6216440599954249,0.2286808027637452,2.3436127180383437,0.7794907700758085,4.040404040404127,0.29116158188558144,0.7726858193112381,0.7951524015898983,0.9774476488671918,26
194.13514899894489,19.302200158668864,10.0,1.9302200158668863,20604.522648670594,-1442.1097644183424,19162.412884252248,22046.632413088933,1916.2412884252249,2204.6632413088932,29.7232530506113,7.772463650570771,7.2284692123012695,0.009421967803339065,0.008805659992030718,1.0,0.6320398111222321,0.3108591273921254,2.3204966257687776,0.5222039078030664,3.030303030303095,0.20655208743098885,0.7296929089364752,0.6996964197131481,0.9860329856083481,38
384.934443702044,37.864164033002254,10.0,3.786416403300225,19908.90245806516,-1976.9165300091581,17931.985928055998,21885.818988074316,1793.1985928055997,2188.5818988074316,36.80821763062805,3.8284405088576956,3.4482835744380664,0.019334789776224246,0.017588304276472202,1.0,0.3630425802413792,0.37127031967170676,2.4197635212315287,0.30242984906308523,3.030303030303095,0.3100046424841934,0.7170019181620415,0.7691921538724322,0.9797530718989661,25
482.3480401401137,48.35953914297261,10.0,4.835953914297261,20203.577550311464,-1634.8987919783178,18568.678758333146,21838.47634228978,1856.8678758333147,2183.847634228978,33.99353311221192,3.0419290648648443,2.7957723561806143,0.023874387540471897,0.02208707386815518,1.0,0.5566020591342056,0.4769339907892178,2.6361780494189917,0.3454111510014604,3.535353535353611,0.356620368380386,0.6728930499132094,0.7964773485326013,0.9865883781040856,21
629.6159636786556,62.970717904823374,10.0,6.297071790482337,24497.250917193953,-1768.589345658587,22728.661571535362,26265.840262852536,2272.8661571535363,2626.5840262852535,36.508498546583596,2.832576598871123,2.628077538529247,0.025701494661866133,0.02397090507586441,1.0,0.6373977427449589,0.17967978009750732,2.126218230464973,0.8059468797409676,3.030303030303095,0.29520635361196784,0.7469180318638369,0.8262503543816393,0.9781582538727209,26
