arm,update,split,label_rmse,initial_label_rmse,label_drift_rms,interior_label_rmse,boundary_label_rmse,reset_label_rmse,rollout_label_rmse,boundary_value_rmse,hjb_rms,target_gap_rms,value_abs_max,eta_abs_mean,eta_abs_max,eta_abs_p50,eta_abs_p90,eta_abs_p99,state_gradient_norm_mean,state_gradient_norm_max,saturation_fraction,terminal_fraction
fixed_labels,0,train,0.6988247193427483,0.6988247193427483,0.0,0.0036129446275670178,10.00063228703393,6.020383584773815e-06,0.988287395797749,10.00063228703393,0.18064723569938282,0.0,0.0010284490417689085,2.223413986257583e-07,2.724003252296825e-06,6.24713720753789e-08,6.656063078480656e-07,1.9134472495352384e-06,0.0001429491676390171,0.0006247510318644345,0.0,0.0048828125
fixed_labels,0,heldout,0.5413127482071729,0.5413127482071729,0.0,0.0036176955940945272,10.000643255993744,6.157066637623375e-06,0.765531829975276,10.000643255993744,0.18088478331799845,0.0,0.0009497536229901016,2.2048868686397327e-07,3.113605544058373e-06,6.435656985104288e-08,7.076066594891017e-07,1.9779060949076666e-06,0.00014084530994296074,0.0006253481260500848,0.0,0.0029296875
moving_labels,0,train,0.6988247193427483,0.6988247193427483,0.0,0.0036129446275670178,10.00063228703393,6.020383584773815e-06,0.988287395797749,10.00063228703393,0.18064723569938282,0.0,0.0010284490417689085,2.223413986257583e-07,2.724003252296825e-06,6.24713720753789e-08,6.656063078480656e-07,1.9134472495352384e-06,0.0001429491676390171,0.0006247510318644345,0.0,0.0048828125
moving_labels,0,heldout,0.5413127482071729,0.5413127482071729,0.0,0.0036176955940945272,10.000643255993744,6.157066637623375e-06,0.765531829975276,10.000643255993744,0.18088478331799845,0.0,0.0009497536229901016,2.2048868686397327e-07,3.113605544058373e-06,6.435656985104288e-08,7.076066594891017e-07,1.9779060949076666e-06,0.00014084530994296074,0.0006253481260500848,0.0,0.0029296875
online,0,train,0.6988247193427483,0.6988247193427483,0.0,0.0036129446275670178,10.00063228703393,6.020383584773815e-06,0.988287395797749,10.00063228703393,0.18064723569938282,0.0,0.0010284490417689085,2.223413986257583e-07,2.724003252296825e-06,6.24713720753789e-08,6.656063078480656e-07,1.9134472495352384e-06,0.0001429491676390171,0.0006247510318644345,0.0,0.0048828125
online,0,heldout,0.5413127482071729,0.5413127482071729,0.0,0.0036176955940945272,10.000643255993744,6.157066637623375e-06,0.765531829975276,10.000643255993744,0.18088478331799845,0.0,0.0009497536229901016,2.2048868686397327e-07,3.113605544058373e-06,6.435656985104288e-08,7.076066594891017e-07,1.9779060949076666e-06,0.00014084530994296074,0.0006253481260500848,0.0,0.0029296875
fixed_labels,100,train,0.6696161044885687,0.6696161044885687,0.0,0.16248308047249527,9.29779134128776,0.00022829583549531995,0.9469801490326516,9.29779134128776,0.8150598810048665,0.17281819706882184,0.775087296962738,0.00015554236597381532,0.0010696868412196636,7.62475683586672e-05,0.0004464625963009894,0.0008682520710863173,0.06991131603717804,0.36381039023399353,0.0,0.0048828125
fixed_labels,100,heldout,0.5312672983913229,0.5312672983913229,0.0,0.16030099196670958,9.3591806685936,0.00023610000406335154,0.7513253815337386,9.3591806685936,0.8218088469804227,0.16735568517213867,0.7716540098190308,0.0001724283501971513,0.0013981694355607033,8.120667189359665e-05,0.0004980888334102929,0.0009840002749115229,0.06856352090835571,0.36548084020614624,0.0,0.0029296875
moving_labels,100,train,0.657078848249257,0.6692925497049571,0.0498619340196773,0.138368283297174,9.193531680991057,0.0001880822860297443,0.9292497997084498,9.193531680991057,0.9093023458473991,0.15087589873457877,0.8893675208091736,0.00016519856580998749,0.0011401918018236756,8.325381350005046e-05,0.0004664929583668709,0.0009192025754600763,0.0803498774766922,0.4165620803833008,0.0,0.0048828125
moving_labels,100,heldout,0.5195169517458065,0.5344812312732784,0.04919408493316888,0.1364178916363483,9.262374858246844,0.00019439744098994054,0.7347078933236965,9.262374858246844,0.9162087269440503,0.1460382807390721,0.8857484459877014,0.00018360470130573958,0.0015105146449059248,8.762507059145719e-05,0.0005214518751017749,0.0010563514661043882,0.07877349853515625,0.41896164417266846,0.0,0.0029296875
